molecule,L,basis,active_occupied,active_vacant,qubits,scheme,vertices,noncommuting_edges,colors,order,steps,spectral_error,reconstruction_error,file
B-B,1.36,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,2,10,6.981231329174146e-05,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/hgbs-5/B-B_1.36_hgbs-5_as-002-004_jw.dat
B-B,1.36,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,1,1,0.018334913914240587,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/hgbs-5/B-B_1.36_hgbs-5_as-002-004_jw.dat
B-B,1.36,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,1,2,0.00927206605793794,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/hgbs-5/B-B_1.36_hgbs-5_as-002-004_jw.dat
B-B,1.36,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,1,5,0.0037200903791037025,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/hgbs-5/B-B_1.36_hgbs-5_as-002-004_jw.dat
B-B,1.36,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,1,10,0.001860756074982666,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/hgbs-5/B-B_1.36_hgbs-5_as-002-004_jw.dat
B-B,1.36,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,2,1,0.0013857062562964762,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/hgbs-5/B-B_1.36_hgbs-5_as-002-004_jw.dat
B-B,1.36,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,2,2,0.0003483045387726122,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/hgbs-5/B-B_1.36_hgbs-5_as-002-004_jw.dat
B-B,1.36,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,2,5,5.581315221180505e-05,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/hgbs-5/B-B_1.36_hgbs-5_as-002-004_jw.dat
B-B,1.36,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,2,10,1.3956305885799073e-05,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/hgbs-5/B-B_1.36_hgbs-5_as-002-004_jw.dat
B-B,1.36,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,1,1,0.0011847409940779748,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-002_jw.dat
B-B,1.36,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,1,2,0.0005923115673174851,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-002_jw.dat
B-B,1.36,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,1,5,0.0002369180264080843,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-002_jw.dat
B-B,1.36,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,1,10,0.00011845854173433108,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-002_jw.dat
B-B,1.36,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,2,1,1.4697940687976673e-05,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-002_jw.dat
B-B,1.36,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,2,2,3.674048760006156e-06,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-002_jw.dat
B-B,1.36,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,2,5,5.878282511834545e-07,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-002_jw.dat
B-B,1.36,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,2,10,1.4695636774029363e-07,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-002_jw.dat
B-B,1.36,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,1,1,0.00118474099407764,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-002_jw.dat
B-B,1.36,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,1,2,0.0005923115673171211,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-002_jw.dat
B-B,1.36,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,1,5,0.0002369180264067635,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-002_jw.dat
B-B,1.36,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,1,10,0.0001184585417328232,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-002_jw.dat
B-B,1.36,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,2,1,1.5792701770604637e-05,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-002_jw.dat
B-B,1.36,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,2,2,3.947721981971717e-06,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-002_jw.dat
B-B,1.36,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,2,5,6.316152046116585e-07,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-002_jw.dat
B-B,1.36,sto-6g,2,2,4,JW_Pauli_string_commutation,15,16,2,2,10,1.5790308292384755e-07,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-002_jw.dat
B-B,1.36,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,1,1,0.22063505121242288,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-004_jw.dat
B-B,1.36,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,1,2,0.11874909958013412,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-004_jw.dat
B-B,1.36,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,1,5,0.04846829967925274,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-004_jw.dat
B-B,1.36,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,1,10,0.02430353941205235,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-004_jw.dat
B-B,1.36,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,2,1,0.05304343085669091,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-004_jw.dat
B-B,1.36,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,2,2,0.013872400081753241,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-004_jw.dat
B-B,1.36,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,2,5,0.002247400523878028,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-004_jw.dat
B-B,1.36,sto-6g,2,4,6,fermionic_commutation_then_JW,55,360,4,2,10,0.000562846634509733,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-004_jw.dat
B-B,1.36,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,1,1,0.21665548493867876,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-004_jw.dat
B-B,1.36,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,1,2,0.11628673604771,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-004_jw.dat
B-B,1.36,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,1,5,0.04743051469090498,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-004_jw.dat
B-B,1.36,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,1,10,0.023781108373183663,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-004_jw.dat
B-B,1.36,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,2,1,0.03843272643138122,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-004_jw.dat
B-B,1.36,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,2,2,0.009962180327749499,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-004_jw.dat
B-B,1.36,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,2,5,0.0016102168767518313,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-004_jw.dat
B-B,1.36,sto-6g,2,4,6,JW_Pauli_string_commutation,34,168,3,2,10,0.0004031387267690014,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.36/sto-6g/B-B_1.36_sto-6g_as-002-004_jw.dat
B-B,1.87,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,1,7.056253112885522e-05,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-002_jw.dat
B-B,1.87,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,2,3.528099174002985e-05,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-002_jw.dat
B-B,1.87,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,5,1.4112366031723485e-05,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-002_jw.dat
B-B,1.87,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,1,10,7.056180827660665e-06,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-002_jw.dat
B-B,1.87,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,1,1.979538441313228e-07,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-002_jw.dat
B-B,1.87,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,2,4.948789050787995e-08,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-002_jw.dat
B-B,1.87,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,5,7.918041483357718e-09,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-002_jw.dat
B-B,1.87,hgbs-5,2,2,4,fermionic_commutation_then_JW,23,32,2,2,10,1.979512181487129e-09,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-002_jw.dat
B-B,1.87,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,1,7.056253113519223e-05,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-002_jw.dat
B-B,1.87,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,2,3.52809917462096e-05,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-002_jw.dat
B-B,1.87,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,5,1.4112366032393671e-05,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-002_jw.dat
B-B,1.87,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,1,10,7.056180828888478e-06,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-002_jw.dat
B-B,1.87,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,1,2.9937663318602134e-07,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-002_jw.dat
B-B,1.87,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,2,7.484349227462837e-08,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-002_jw.dat
B-B,1.87,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,5,1.1974933246824368e-08,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-002_jw.dat
B-B,1.87,hgbs-5,2,2,4,JW_Pauli_string_commutation,15,16,2,2,10,2.9937374065881185e-09,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-002_jw.dat
B-B,1.87,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,1,1,0.013570542005957894,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-004_jw.dat
B-B,1.87,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,1,2,0.007183389655813808,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-004_jw.dat
B-B,1.87,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,1,5,0.00291867702179142,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-004_jw.dat
B-B,1.87,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,1,10,0.0014625484394795755,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-004_jw.dat
B-B,1.87,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,2,1,0.002242550491217649,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-004_jw.dat
B-B,1.87,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,2,2,0.0005757892877427552,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-004_jw.dat
B-B,1.87,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,2,5,9.281436531015181e-05,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-004_jw.dat
B-B,1.87,hgbs-5,2,4,6,fermionic_commutation_then_JW,55,360,4,2,10,2.3228249064847467e-05,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-004_jw.dat
B-B,1.87,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,1,1,0.0075905039313373885,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-004_jw.dat
B-B,1.87,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,1,2,0.003855514907178058,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-004_jw.dat
B-B,1.87,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,1,5,0.0015489508271318234,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-004_jw.dat
B-B,1.87,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,1,10,0.0007749498476769253,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-004_jw.dat
B-B,1.87,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,2,1,0.0006456774418555956,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-004_jw.dat
B-B,1.87,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,2,2,0.00016262568604929898,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-004_jw.dat
B-B,1.87,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,2,5,2.607436015629541e-05,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-004_jw.dat
B-B,1.87,hgbs-5,2,4,6,JW_Pauli_string_commutation,34,168,3,2,10,6.520529400638149e-06,2.842170943040401e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/hgbs-5/B-B_1.87_hgbs-5_as-002-004_jw.dat
B-B,1.87,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,1,1,0.0011346790505170504,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/sto-6g/B-B_1.87_sto-6g_as-002-002_jw.dat
B-B,1.87,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,1,2,0.0005672625401851587,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/sto-6g/B-B_1.87_sto-6g_as-002-002_jw.dat
B-B,1.87,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,1,5,0.0002268963948516567,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/sto-6g/B-B_1.87_sto-6g_as-002-002_jw.dat
B-B,1.87,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,1,10,0.00011344758164802986,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/sto-6g/B-B_1.87_sto-6g_as-002-002_jw.dat
B-B,1.87,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,2,1,2.0405032222763268e-05,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/sto-6g/B-B_1.87_sto-6g_as-002-002_jw.dat
B-B,1.87,sto-6g,2,2,4,fermionic_commutation_then_JW,23,32,2,2,2,5.10045225146498e-06,1.4210854715202004e-14,/Users/a_lee/Repos/qhat/demo_L_sweep_library/B-B/1.87/sto-6g/B-B_1.87_sto-6g_as-002-002_jw.dat
