feature,description,category,H2O,NH3,BeH2,O2,H2O_NH3_mean,H2O_NH3_std,O2_minus_H2O_NH3_mean,symmetric_relative_gap,range_normalized_gap,H2O_NH3_consistency,anchor_separation_score,spearman_vs_log10_advantage,combined_score,direction
excitation_rank1_coefficient_mass_fraction,Fraction of |coefficient| mass in parents transferring one particle across the occupied/virtual split,parent_type,0.05075556541329214,0.04187506537704496,0.02502758516774549,0.03713904458208258,0.046315315395168546,0.004440250018123589,-0.009176270813085967,0.21991111825882106,0.35666502871613176,0.6548310457528302,0.21905006123935714,1.0,0.4142875459295179,H2O/NH3 higher
body_rank2_coefficient_mass_fraction,body rank2 coefficient mass fraction,parent_type,0.4114403160164855,0.407500916506635,0.4629001358684531,0.44045149171171766,0.4094706162615602,0.0019696997549252526,0.03098087545015743,0.07290285817846126,0.5592294585925138,0.9288907036014014,0.28051554334596185,-0.7999999999999999,0.41038665750947134,O2 higher
coefficient_sign_mass_imbalance,Absolute imbalance between positive and negative |coefficient| mass,coefficient,0.9002187909763952,0.9106570628069358,0.9146119274185578,0.939215618106197,0.9054379268916655,0.00521913591527029,0.03377769121453156,0.03662226037634689,0.8661651139489316,0.7323302278978604,0.24277849629059392,-0.7999999999999999,0.38208387221794543,O2 higher
body_rank1_coefficient_mass_fraction,body rank1 coefficient mass fraction,parent_type,0.5885596839835144,0.592499083493365,0.5370998641315469,0.5595485082882824,0.5905293837384398,0.0019696997549252804,-0.030980875450157375,0.05387613424263176,0.5592294585925123,0.9288907036014005,0.24114755670075722,0.7999999999999999,0.3808606675255679,H2O/NH3 higher
diagonal_parent_fraction,diagonal parent fraction,parent_type,0.1250914411119239,0.04376759662144868,0.15119363395225463,0.13225058004640372,0.0844295188666863,0.04066192224523761,0.04782106117971742,0.44139781567016834,0.4451533573044126,0.24297827127283922,0.10816259320912669,-0.7999999999999999,0.281121944906845,O2 higher
support_size1_parent_fraction,support size1 parent fraction,parent_type,0.013167520117044623,0.004607115433836704,0.015915119363395226,0.013921113689095127,0.008887317775440664,0.004280202341603959,0.0050337959136544635,0.44139781567013364,0.44515335730441236,0.24297827127283933,0.10816259320912668,-0.7999999999999999,0.281121944906845,O2 higher
component_count_fraction,Connected-component count divided by parent count,parent_graph,0.000731528895391368,0.0002559508574353724,0.0008841732979664014,0.0007733952049497294,0.0004937398764133702,0.0002377890189779978,0.0002796553285363591,0.4413978156694756,0.4451533573044124,0.2429782712728391,0.10816259320912659,-0.7999999999999999,0.28112194490684494,O2 higher
orbital_incidence_gini,orbital incidence gini,orbital_concentration,0.06243564541795377,0.049799869682583875,0.04847438111686819,0.06937095825984718,0.05611775755026882,0.006317887867684946,0.013253200709578361,0.2112253778998314,0.6342283053773371,0.39531839837150706,0.23046007094104937,0.39999999999999997,0.272845053205787,O2 higher
support_size2_parent_fraction,support size2 parent fraction,parent_type,0.12655449890270665,0.04683900691067315,0.14942528735632185,0.12761020881670534,0.0866967529066899,0.03985774599601675,0.04091345591001544,0.3818210624704,0.39881995655054303,0.22294197970977603,0.08891371066114492,-0.7999999999999999,0.2666852829958587,O2 higher
coefficient_top1pct_mass_fraction,Fraction of total |coefficient| mass in the largest 1% of parents,coefficient,0.5201622151423135,0.719219567846781,0.4573517734066866,0.5189956317069747,0.6196908914945473,0.09952867635223372,-0.10069525978757254,0.1768621262056538,0.38452708551989534,0.23985554187724156,0.07757541545416698,0.7999999999999999,0.2581815615906252,H2O/NH3 higher
coefficient_top1_mass_fraction,Fraction of total |coefficient| mass in the largest parent,coefficient,0.06295741755345623,0.06478126991631426,0.11189737421358069,0.051268036427504576,0.06386934373488524,0.000911926181429018,-0.012601307307380669,0.21889168034929332,0.2078417440718713,0.9699179897149248,0.18863071714606405,-0.39999999999999997,0.24147303785954805,H2O/NH3 higher
shared_index_strength_cv,Coefficient of variation of total shared-index count per parent,parent_graph,0.23201525923688524,0.16527193896155432,0.24330178521810672,0.23272684782210248,0.19864359909921978,0.03337166013766546,0.03408324872288271,0.158023105041774,0.43679758910226785,0.14464370395031656,0.050230795752674716,-0.7999999999999999,0.23767309681450602,O2 higher
occupied_orbital_incidence_gini,occupied orbital incidence gini,orbital_concentration,0.06684110371075169,0.058344198174706596,0.0570813139472266,0.07106854838709675,0.06259265094272914,0.004248452768022548,0.008475897444367608,0.12682659570414498,0.6059737885144285,0.39252426399425,0.16941642392060105,0.39999999999999997,0.2270623179404508,O2 higher
parent_orbital_incidence_effective_rank_fraction,Effective rank fraction of the |coefficient|-weighted parent-orbital incidence matrix,network_rank,0.9035492608315594,0.8985260018773713,0.9272445389977464,0.8628165516567416,0.9010376313544654,0.002511629477094046,-0.0382210796977237,0.043338139927727594,0.5932372137504001,0.9220329679460424,0.22774034054744677,-0.19999999999999998,0.22080525541058507,H2O/NH3 higher
support_size2_coefficient_mass_fraction,support size2 coefficient mass fraction,parent_type,0.3773789461559228,0.3728360143110464,0.40723182973323885,0.37833081616905223,0.3751074802334846,0.0022714659224382094,0.003223335935567617,0.008556336865163775,0.09371302572719052,0.8679219611713207,0.015047161099808528,-0.7999999999999999,0.21128537082485638,O2 higher
excitation_rank0_coefficient_mass_fraction,excitation rank0 coefficient mass fraction,parent_type,0.9478067738556134,0.9573838243998233,0.971981093518911,0.9568526755749199,0.9525952991277183,0.004788525272104938,0.0042573764472015885,0.004459274621362326,0.17611153101716023,0.6038337095893493,0.014202580253453409,-0.7999999999999999,0.21065193519009004,O2 higher
coefficient_effective_fraction,Participation-ratio effective number of |parent coefficients| divided by parent count,coefficient,0.026191805581902934,0.008691873492152332,0.026763135711793857,0.028860771409874218,0.01744183953702763,0.008749966044875301,0.011418931872846587,0.49323058200501524,0.5661653859040592,0.13233077180811814,0.0749211024877252,-0.6000000000000001,0.20619082686579393,O2 higher
same_sign_overlap_edge_fraction,Unweighted fraction of overlap edges joining same-sign parent coefficients,parent_graph,0.5011602395588323,0.5006384764530545,0.5002135120017802,0.5011042345558427,0.5008993580059433,0.0002608815528888919,0.00020487654989942428,0.00040893376315273176,0.21640497139153206,0.4488772383446139,0.003928721987151656,0.7999999999999999,0.20294654149036373,O2 higher
same_excitation_rank_edge_fraction,Fraction of overlap edges connecting the same excitation-rank class,parent_graph,0.4049927855632202,0.40885387802554657,0.43796423824330744,0.4058872340977258,0.4069233317943834,0.0019305462311631771,-0.0010360976966575786,0.002549419852878993,0.03142408394044826,0.8828958948278848,0.0028017075540416447,-0.7999999999999999,0.2021012806655312,H2O/NH3 higher
occupied_orbital_coefficient_mass_entropy,occupied orbital coefficient mass entropy,orbital_concentration,0.998938394692166,0.9994437939640577,0.9652097649873408,0.998781906011392,0.9991910943281119,0.0002526996359458189,-0.0004091883167198773,0.00040960344974666415,0.011952677758091888,0.9852369327537998,0.00047666986106730685,0.7999999999999999,0.20035750239580047,H2O/NH3 higher
diagonal_coefficient_mass_fraction,Fraction of |coefficient| mass in occupation-basis diagonal parents,parent_type,0.891644332068084,0.9047133114344372,0.8785775340189663,0.930797695134234,0.8981788217512606,0.006534489683176603,0.03261887338297342,0.03566899091577077,0.6246413777041483,0.7497330707673324,0.17689388690233104,0.19999999999999998,0.18267041517674826,O2 higher
signed_order_weighted_edge_span_fraction,|c_i c_j|-weighted mean separation of overlap edges in signed parent order,ordering_locality,0.20627764289693373,0.1811715793801087,0.1892150952424615,0.17376675079657622,0.1937246111385212,0.01255303175841252,-0.019957860341944994,0.10861675897279804,0.6138822730652022,0.2277645461304043,0.09216152038943623,0.39999999999999997,0.16912114029207714,H2O/NH3 higher
orbital_coefficient_mass_entropy,orbital coefficient mass entropy,orbital_concentration,0.9429715460193181,0.938763276337405,0.958609336415382,0.9203293915793073,0.9408674111783615,0.002104134840956562,-0.020538019599054214,0.022069691468009984,0.536521661329546,0.8900659418415025,0.14188535477642653,-0.19999999999999998,0.1564140160823199,H2O/NH3 higher
orbital_coefficient_mass_top1_fraction,orbital coefficient mass top1 fraction,orbital_concentration,0.09969427996784146,0.09765012091764945,0.1312761153439372,0.08993057635289331,0.09867220044274545,0.0010220795250960035,-0.008741624089852143,0.09269878459238244,0.2114284709590004,0.9505591389040834,0.1223797682041421,-0.19999999999999998,0.14178482615310659,H2O/NH3 higher
degree_gini,Gini concentration of parent overlap-graph degree,parent_graph,0.0968095779808602,0.06308862743288368,0.10438676242712264,0.09423518008872112,0.07994910270687194,0.016860475273988262,0.014286077381849172,0.16403405809712301,0.3459254851058544,0.18347522103163838,0.05141111092237131,-0.39999999999999997,0.13855833319177846,O2 higher
degree_cv,Coefficient of variation of parent overlap-graph degree,parent_graph,0.18552636180522875,0.12855404852689267,0.19560141158366887,0.1833905607896811,0.1570402051660607,0.028486156639168037,0.026350355623620397,0.15480595914792233,0.39301106594314117,0.15026765139008513,0.04647229394726816,-0.39999999999999997,0.13485422046045112,O2 higher
shared_index_strength_gini,Gini concentration of total shared-index count per parent,parent_graph,0.12391027140618593,0.08221147683865371,0.13058480719094034,0.12244527133557459,0.10306087412241982,0.020849397283766113,0.01938439721315477,0.17191901510076918,0.4007248843936266,0.13797966226732827,0.04585147834578806,-0.39999999999999997,0.13438860875934103,O2 higher
parent_orbital_incidence_singular_entropy,parent orbital incidence singular entropy,network_rank,0.9816263530706684,0.9807162323269109,0.9873359848417793,0.9721370025288583,0.9811712926987897,0.00045506037187875714,-0.009034290169931403,0.009250245024816724,0.5944009923777014,0.940119626102611,0.10749029604924322,-0.19999999999999998,0.13061772203693242,H2O/NH3 higher
orbital_coefficient_mass_gini,orbital coefficient mass gini,orbital_concentration,0.3083360297149875,0.3135741431099959,0.2547545404396716,0.3281955801536154,0.3109550864124917,0.002619056697504174,0.017240493741123686,0.05394813662246398,0.23475285491975878,0.9286759362965035,0.10127291131471117,0.19999999999999998,0.12595468348603336,O2 higher
virtual_orbital_incidence_gini,virtual orbital incidence gini,orbital_concentration,0.05835222978080101,0.03488031265266245,0.03877447241291643,0.06677115987460813,0.04661627121673173,0.011735958564069282,0.020154888657876402,0.35550481149255714,0.63199602436422,0.26399204872843995,0.1668419252601395,0.0,0.12513144394510461,O2 higher
coefficient_entropy,Normalized Shannon entropy of absolute fermionic-parent coefficients,coefficient,0.6285126786522374,0.5431022715709938,0.6631277975703269,0.6148986529357751,0.5858074751116156,0.042705203540621794,0.029091177824159486,0.0484567824626131,0.24237492468328042,0.28839797726261884,0.030774228889470002,-0.39999999999999997,0.12308067166710249,O2 higher
excitation_rank1_parent_fraction,excitation rank1 parent fraction,parent_type,0.46232626188734455,0.48835423598669053,0.3713527851458886,0.46558391337973704,0.47534024893701754,0.013013987049672993,-0.009756335557280504,0.020737772390196293,0.0833864493745079,0.7775414414752775,0.018673686980098178,0.39999999999999997,0.11400526523507362,H2O/NH3 higher
mean_degree_fraction,mean degree fraction,parent_graph,0.541877619392906,0.594747883163217,0.5203852804707245,0.5540239297575178,0.5683127512780615,0.026435131885155505,-0.01428882152054367,0.0254626294622383,0.19215063759442944,0.28902080002575437,0.017723624873393892,0.39999999999999997,0.11329271865504541,H2O/NH3 higher
overlap_edge_density,Density of the parent graph whose edges share at least one orbital index,parent_graph,0.541877619392906,0.5947478831632171,0.5203852804707245,0.5540239297575179,0.5683127512780616,0.02643513188515556,-0.01428882152054367,0.025462629462238297,0.19215063759442916,0.2890208000257539,0.017723624873393837,0.39999999999999997,0.11329271865504537,H2O/NH3 higher
body_rank1_parent_fraction,body rank1 parent fraction,parent_type,0.027798098024871983,0.012285641156897875,0.030061892130857647,0.02320185614849188,0.020041869590884928,0.007756228433987054,0.0031599865576069502,0.1461477476132168,0.17776451076416383,0.12734935557007332,0.017308836376850028,-0.39999999999999997,0.11298162728263751,O2 higher
mean_parent_support_size,mean parent support size,parent_graph,3.473299195318215,3.666240081904274,3.4129089301503095,3.508120649651972,3.5697696386112447,0.09647044329302966,-0.06164898895927262,0.017420159524512813,0.24335336784457579,0.2383846785118492,0.015313404675127183,0.39999999999999997,0.11148505350634538,H2O/NH3 higher
excitation_rank0_parent_fraction,excitation rank0 parent fraction,parent_type,0.4337966349670812,0.4026106987458408,0.5490716180371353,0.4276875483372003,0.41820366685646104,0.015592968110620192,0.009483881480739254,0.022423406959174906,0.06475366621096285,0.7870699134475934,0.015263652452421022,-0.39999999999999997,0.11144773933931576,O2 higher
coefficient_gini,Gini concentration of absolute fermionic-parent coefficients,coefficient,0.9261933265256068,0.9738189294047961,0.8964160746520742,0.9382395961002035,0.9500061279652015,0.023812801439594633,-0.011766531864997987,0.012462924411834024,0.1520167686655538,0.3847048273434064,0.013057472169402303,0.39999999999999997,0.10979310412705172,H2O/NH3 higher
signed_order_weighted_edge_within_10pct_fraction,signed order weighted edge within 10pct fraction,ordering_locality,0.687050902784275,0.8162405877310362,0.675421473884182,0.7814934655921469,0.7516457452576557,0.0645948424733806,0.029847720334491235,0.038936738586115634,0.21195787644958264,0.08258416476573216,0.006908060333507851,0.39999999999999997,0.10518104525013088,O2 higher
occupied_orbital_coefficient_mass_gini,Gini concentration of parent |coefficient| incidence across occupied orbitals,orbital_concentration,0.03318340991829061,0.0255023899895388,0.1768328722665451,0.03137454525792971,0.029342899953914703,0.0038405099643759044,0.002031645304015006,0.06692130398196061,0.013425221894794039,0.949243405471398,0.006593427790732073,-0.39999999999999997,0.10494507084304905,O2 higher
support_size4_parent_fraction,support size4 parent fraction,parent_type,0.626188734455011,0.7222933196826209,0.5941644562334217,0.6635730858468677,0.674241027068816,0.04805229261380495,-0.010667941221948252,0.015948316165835794,0.08325946968364316,0.24993804955029764,0.005255976693182072,0.39999999999999997,0.10394198251988654,H2O/NH3 higher
signed_order_mean_edge_span_fraction,"Mean parent-order separation of overlap edges, normalized by N-1",ordering_locality,0.3159728185940225,0.32313515270896404,0.31433528841099007,0.3178861414973959,0.3195539856514933,0.0035811670574707744,-0.0016678441540973754,0.005232943716791791,0.18953066747647124,0.18608584491574898,0.0051026509160928685,0.39999999999999997,0.10382698818706965,H2O/NH3 higher
mixed_occ_virtual_parent_fraction,mixed occ virtual parent fraction,parent_type,0.8368690563277249,0.8702329152802661,0.6896551724137931,0.8491879350348028,0.8535509858039956,0.01668192947627062,-0.0043630507691927445,0.005124744276172915,0.02416161980947438,0.8152382545992287,0.0028201791143899766,0.39999999999999997,0.10211513433579247,H2O/NH3 higher
body_rank2_parent_fraction,body rank2 parent fraction,parent_type,0.972201901975128,0.9877143588431021,0.9699381078691424,0.9767981438515081,0.9799581304091151,0.007756228433987045,-0.003159986557606964,0.003229821311088923,0.17776451076416497,0.12734935557007276,0.0025731260236846265,0.39999999999999997,0.10192984451776346,H2O/NH3 higher
signed_order_weighted_edge_within_5pct_fraction,signed order weighted edge within 5pct fraction,ordering_locality,0.5584339874331202,0.7673416975640035,0.506851342778854,0.6520581710964916,0.6628878424985618,0.10445385506544164,-0.010829671402070251,0.016471659353469555,0.04157417425686446,0.19802132288856222,0.002113169147440121,0.39999999999999997,0.10158487686058008,H2O/NH3 higher
support_size1_coefficient_mass_fraction,support size1 coefficient mass fraction,parent_type,0.5514125349478378,0.5621881903083779,0.5042227842086373,0.5560076936267321,0.5568003626281078,0.005387827680270019,-0.0007926690013757565,0.0014246284377981335,0.01367486324536083,0.814101960365835,0.0008403933220129692,0.39999999999999997,0.10063029499150972,H2O/NH3 higher
excitation_rank2_parent_fraction,excitation rank2 parent fraction,parent_type,0.10387710314557425,0.10903506526746864,0.07957559681697612,0.10672853828306264,0.10645608420652145,0.0025789810609471997,0.00027245407654119536,0.0025560387363727844,0.009248438307672191,0.8249132658125689,0.0007714191272234325,0.39999999999999997,0.10057856434541756,O2 higher
shared2_edge_fraction,Fraction of overlap edges whose parents share at least two orbital indices,parent_graph,0.23557013816140573,0.24869423577508618,0.23500153367775928,0.2422357832502096,0.24213218696824595,0.0065620488068402205,0.00010359628196365822,0.00042775859814568113,0.0075658026609577945,0.04152609759599313,1.2995874216687453e-05,0.39999999999999997,0.10000974690566251,O2 higher
max_degree_fraction,Largest parent degree divided by N-1,parent_graph,0.6317715959004392,0.6909882232462877,0.6592920353982301,0.6555727554179567,0.6613799095733635,0.02960831367292427,-0.00580715415540678,0.008819078027295757,0.09806627657956103,0.0,0.0,-0.39999999999999997,0.09999999999999999,H2O/NH3 higher
positive_parent_fraction,Fraction of canonical parent coefficients that are positive,coefficient,0.4389173372348208,0.46506270796007165,0.4438549955791335,0.4431554524361949,0.45199002259744625,0.01307268536262543,-0.008834570161251332,0.019738847835697976,0.33790188917531844,0.0,0.0,-0.39999999999999997,0.09999999999999999,H2O/NH3 higher
signed_order_edge_within_10pct_fraction,Fraction of overlap edges whose endpoints lie within 10% of the signed parent sequence,ordering_locality,0.20221769810052775,0.19957991664879962,0.20086066387196497,0.2012235178190179,0.2008988073746637,0.0013188907258640664,0.00032471044435419816,0.001614983421762521,0.1230998285098507,0.0,0.0,0.39999999999999997,0.09999999999999999,O2 higher
signed_order_edge_within_5pct_fraction,Fraction of overlap edges whose endpoints lie within 5% of the signed parent sequence,ordering_locality,0.10440772438874943,0.10258151620033464,0.10353527759567442,0.10423671677139967,0.10349462029454204,0.0009131040942073967,0.0007420964768576344,0.007144771581786507,0.40635918816123456,0.0,0.0,0.39999999999999997,0.09999999999999999,O2 higher
coefficient_top10_mass_fraction,Fraction of total |coefficient| mass in the 10 largest parents,coefficient,0.4778981791203867,0.4867222730830811,0.42544570992630953,0.49474196627003586,0.4823102261017339,0.004412046981347201,0.012431740168301952,0.025447443371728565,0.17939988138229992,0.8726613178217775,0.04994821254225812,0.19999999999999998,0.08746115940669358,O2 higher
signed_order_edge_within_1pct_fraction,Fraction of overlap edges whose endpoints lie within 1% of the signed parent sequence,ordering_locality,0.021740161682446187,0.021255591764656367,0.021871447731660523,0.02121383685852832,0.021497876723551277,0.00024228495889491025,-0.00028403986502295586,0.013300326360219656,0.4319269595864096,0.2631357880659525,0.026215091359339388,-0.19999999999999998,0.06966131851950454,H2O/NH3 higher
occupied_orbital_coefficient_mass_top1_fraction,occupied orbital coefficient mass top1 fraction,orbital_concentration,0.1392579989048537,0.13357506552055956,0.2522441821756217,0.13040572969148773,0.13641653221270664,0.0028414666921470766,-0.006010802521218911,0.04505473027866854,0.04933419949667899,0.9533568157800248,0.01996658329221488,-0.19999999999999998,0.06497493746916115,H2O/NH3 higher
overlap_coeffproduct_weight_per_parent,overlap coeffproduct weight per parent,parent_graph,0.4451288328353654,0.10171043231180953,0.39646815247504025,0.46692699986815295,0.2734196325735875,0.17170920026177794,0.19350736729456547,0.5227480177936582,0.529842795986281,0.05968559197256196,0.031623980930838555,0.0,0.023717985698128916,O2 higher
signed_order_weighted_edge_within_1pct_fraction,signed order weighted edge within 1pct fraction,ordering_locality,0.1334129527918859,0.47533619705194113,0.13793684922498492,0.12378431253914819,0.3043745749219135,0.17096162213002764,-0.18059026238276532,0.8435665715297712,0.5136944796442804,0.027388959288560666,0.014069557189735552,0.0,0.010552167892301664,H2O/NH3 higher
