scope,outcome,feature,feature_label,fixed_effects,cases,molecules,active_space_sizes,n_controls,predicted_direction,pearson_r,pearson_p_value,direction_aligned_pearson_r,spearman_rho,spearman_p_value,pearson_fdr_q_value,supports_predicted_direction_at_q_0_05
matched_BH_BeH_LiH,log10_jw_magnitude_to_fermionic_ratio,signed_order_opposite_sign_local_10pct_enrichment,Opposite-sign enrichment in 10% window,n_qubits,26,3,9,8,positive,0.396829557031339,0.10299588764872747,0.396829557031339,0.28957264957264955,,0.4634814944192736,False
matched_BH_BeH_LiH,log10_jw_magnitude_to_fermionic_ratio,signed_vs_magnitude_weighted_span_improvement,Signed-vs-magnitude span improvement,n_qubits,26,3,9,8,positive,-0.09592596103313022,0.7049574729860656,-0.09592596103313022,-0.06256410256410255,,0.7930771571093238,False
matched_BH_BeH_LiH,log10_jw_magnitude_to_fermionic_ratio,signed_vs_magnitude_weighted_local_10pct_improvement,Signed-vs-magnitude locality improvement (10%),n_qubits,26,3,9,8,positive,-0.18076254642720108,0.47288081682999256,-0.18076254642720108,-0.08512820512820513,,0.7234113945627879,False
matched_BH_BeH_LiH,log10_jw_magnitude_to_fermionic_ratio,signed_vs_magnitude_opposite_sign_local_10pct_improvement,Signed-vs-magnitude opposite-sign locality improvement,n_qubits,26,3,9,8,positive,-0.17700865884607592,0.4822742630418586,-0.17700865884607592,-0.23487179487179485,,0.7234113945627879,False
matched_BH_BeH_LiH,log10_jw_magnitude_to_fermionic_ratio,opposite_sign_interaction_weight_fraction,Opposite-sign share of interaction weight,molecule+n_qubits,26,3,9,10,positive,-0.3004473008903599,0.2581922021758554,-0.3004473008903599,-0.19452991452991453,,0.7745766065275662,False
matched_BH_BeH_LiH,log10_jw_magnitude_to_fermionic_ratio,signed_order_weighted_mean_span_fraction,Signed-order weighted mean span,molecule+n_qubits,26,3,9,10,negative,0.12957544124304157,0.6324486456181714,-0.12957544124304157,-0.19726495726495727,,0.8782368356848506,False
matched_BH_BeH_LiH,log10_jw_magnitude_to_fermionic_ratio,signed_order_weighted_local_5pct_fraction,Signed-order interaction weight within 5%,molecule+n_qubits,26,3,9,10,positive,0.08725602804582142,0.7479637674834139,0.08725602804582142,0.13435897435897434,,0.8782368356848506,False
matched_BH_BeH_LiH,log10_jw_magnitude_to_fermionic_ratio,signed_order_weighted_local_10pct_fraction,Signed-order interaction weight within 10%,molecule+n_qubits,26,3,9,10,positive,0.2098186531505946,0.4354281095491484,0.2098186531505946,0.32991452991452985,,0.8782368356848506,False
matched_BH_BeH_LiH,log10_jw_magnitude_to_fermionic_ratio,signed_order_opposite_sign_local_10pct_interaction_fraction,Opposite-sign local interaction weight (10%),molecule+n_qubits,26,3,9,10,positive,0.41740334402313056,0.10770053593979206,0.41740334402313056,0.35521367521367525,,0.48713026907210466,False
matched_BH_BeH_LiH,log10_jw_magnitude_to_fermionic_ratio,signed_order_opposite_sign_local_10pct_enrichment,Opposite-sign enrichment in 10% window,molecule+n_qubits,26,3,9,10,positive,0.4168122432902321,0.10825117090491215,0.4168122432902321,0.3647863247863247,,0.48713026907210466,False
matched_BH_BeH_LiH,log10_jw_magnitude_to_fermionic_ratio,signed_vs_magnitude_weighted_span_improvement,Signed-vs-magnitude span improvement,molecule+n_qubits,26,3,9,10,positive,-0.13208832929232653,0.6258045120760872,-0.13208832929232653,-0.11452991452991453,,0.8782368356848506,False
matched_BH_BeH_LiH,log10_jw_magnitude_to_fermionic_ratio,signed_vs_magnitude_weighted_local_10pct_improvement,Signed-vs-magnitude locality improvement (10%),molecule+n_qubits,26,3,9,10,positive,-0.048912101455488806,0.8572434053755574,-0.048912101455488806,-0.12615384615384614,,0.8782368356848506,False
matched_BH_BeH_LiH,log10_jw_magnitude_to_fermionic_ratio,signed_vs_magnitude_opposite_sign_local_10pct_improvement,Signed-vs-magnitude opposite-sign locality improvement,molecule+n_qubits,26,3,9,10,positive,-0.04166458464170722,0.8782368356848506,-0.04166458464170722,-0.10564102564102562,,0.8782368356848506,False
full_hgbs5_sweep,log10_jw_magnitude_to_fermionic_ratio,opposite_sign_interaction_weight_fraction,Opposite-sign share of interaction weight,none,85,11,9,0,positive,0.3502209045569491,0.0010169672607195218,0.3502209045569491,0.3941058063251387,0.00019003162885934633,0.0036454422674483903,True
full_hgbs5_sweep,log10_jw_magnitude_to_fermionic_ratio,signed_order_weighted_mean_span_fraction,Signed-order weighted mean span,none,85,11,9,0,negative,0.10395965980813139,0.34372126397500347,-0.10395965980813139,0.22988528214829942,0.034303078822015574,0.441927339396433,False
full_hgbs5_sweep,log10_jw_magnitude_to_fermionic_ratio,signed_order_weighted_local_5pct_fraction,Signed-order interaction weight within 5%,none,85,11,9,0,positive,0.18203206854430817,0.09544167910647215,0.18203206854430817,0.12359045518199825,0.2597833655086263,0.17179502239164987,False
full_hgbs5_sweep,log10_jw_magnitude_to_fermionic_ratio,signed_order_weighted_local_10pct_fraction,Signed-order interaction weight within 10%,none,85,11,9,0,positive,0.14109410230623418,0.19774003236022902,0.14109410230623418,0.07275889700230542,0.508131703165022,0.2966100485403435,False
full_hgbs5_sweep,log10_jw_magnitude_to_fermionic_ratio,signed_order_opposite_sign_local_10pct_interaction_fraction,Opposite-sign local interaction weight (10%),none,85,11,9,0,positive,-0.08357222701837819,0.4470028358769417,-0.08357222701837819,-0.06398405285671446,0.5607242389844352,0.47741349064061595,False
full_hgbs5_sweep,log10_jw_magnitude_to_fermionic_ratio,signed_order_opposite_sign_local_10pct_enrichment,Opposite-sign enrichment in 10% window,none,85,11,9,0,positive,-0.07809970950287087,0.47741349064061595,-0.07809970950287087,-0.12212472397727817,0.2655207634772263,0.47741349064061595,False
full_hgbs5_sweep,log10_jw_magnitude_to_fermionic_ratio,signed_vs_magnitude_weighted_span_improvement,Signed-vs-magnitude span improvement,none,85,11,9,0,positive,-0.37156383439449625,0.0004632410837852576,-0.37156383439449625,-0.44385162601626016,2.092360847467321e-05,0.0036454422674483903,False
full_hgbs5_sweep,log10_jw_magnitude_to_fermionic_ratio,signed_vs_magnitude_weighted_local_10pct_improvement,Signed-vs-magnitude locality improvement (10%),none,85,11,9,0,positive,-0.3250932786591851,0.002399394894825471,-0.3250932786591851,-0.4402360850531582,2.4856462592035008e-05,0.00539863851335731,False
full_hgbs5_sweep,log10_jw_magnitude_to_fermionic_ratio,signed_vs_magnitude_opposite_sign_local_10pct_improvement,Signed-vs-magnitude opposite-sign locality improvement,none,85,11,9,0,positive,-0.3451765187053617,0.0012151474224827968,-0.3451765187053617,-0.4433044090056285,2.1478929970810822e-05,0.0036454422674483903,False
full_hgbs5_sweep,log10_jw_magnitude_to_fermionic_ratio,opposite_sign_interaction_weight_fraction,Opposite-sign share of interaction weight,n_qubits,85,11,9,8,positive,0.05413859905532233,0.6400440870200124,0.05413859905532233,0.028258745358608558,,0.9377516329227839,False
full_hgbs5_sweep,log10_jw_magnitude_to_fermionic_ratio,signed_order_weighted_mean_span_fraction,Signed-order weighted mean span,n_qubits,85,11,9,8,negative,0.1354767764908203,0.24008084797615714,-0.1354767764908203,0.1410592143834278,,0.7867832805163687,False
full_hgbs5_sweep,log10_jw_magnitude_to_fermionic_ratio,signed_order_weighted_local_5pct_fraction,Signed-order interaction weight within 5%,n_qubits,85,11,9,8,positive,-0.1293349638845368,0.26226109350545623,-0.1293349638845368,-0.05219855384014071,,0.7867832805163687,False
full_hgbs5_sweep,log10_jw_magnitude_to_fermionic_ratio,signed_order_weighted_local_10pct_fraction,Signed-order interaction weight within 10%,n_qubits,85,11,9,8,positive,-0.15436119035051257,0.18011259118244838,-0.15436119035051257,-0.09300371311315224,,0.7867832805163687,False
full_hgbs5_sweep,log10_jw_magnitude_to_fermionic_ratio,signed_order_opposite_sign_local_10pct_interaction_fraction,Opposite-sign local interaction weight (10%),n_qubits,85,11,9,8,positive,0.024391657371628066,0.8332256524550604,0.024391657371628066,0.015106507719366816,,0.9377516329227839,False
full_hgbs5_sweep,log10_jw_magnitude_to_fermionic_ratio,signed_order_opposite_sign_local_10pct_enrichment,Opposite-sign enrichment in 10% window,n_qubits,85,11,9,8,positive,0.05525014161559564,0.6331819919617272,0.05525014161559564,0.04146961110025406,,0.9377516329227839,False
full_hgbs5_sweep,log10_jw_magnitude_to_fermionic_ratio,signed_vs_magnitude_weighted_span_improvement,Signed-vs-magnitude span improvement,n_qubits,85,11,9,8,positive,-0.018201986136730536,0.8751484645069075,-0.018201986136730536,-0.05622544901306278,,0.9377516329227839,False
full_hgbs5_sweep,log10_jw_magnitude_to_fermionic_ratio,signed_vs_magnitude_weighted_local_10pct_improvement,Signed-vs-magnitude locality improvement (10%),n_qubits,85,11,9,8,positive,-0.009047680542342703,0.937751632922784,-0.009047680542342703,-0.11260724268796236,,0.9377516329227839,False
full_hgbs5_sweep,log10_jw_magnitude_to_fermionic_ratio,signed_vs_magnitude_opposite_sign_local_10pct_improvement,Signed-vs-magnitude opposite-sign locality improvement,n_qubits,85,11,9,8,positive,-0.018891062179363417,0.8704620995567647,-0.018891062179363417,-0.1324825578239668,,0.9377516329227839,False
full_hgbs5_sweep,log10_jw_magnitude_to_fermionic_ratio,opposite_sign_interaction_weight_fraction,Opposite-sign share of interaction weight,molecule+n_qubits,85,11,9,18,positive,0.3444790230689403,0.004309810351694509,0.3444790230689403,0.38348641782294307,,0.019394146582625293,True
full_hgbs5_sweep,log10_jw_magnitude_to_fermionic_ratio,signed_order_weighted_mean_span_fraction,Signed-order weighted mean span,molecule+n_qubits,85,11,9,18,negative,0.41469371236677954,0.0004847464561093128,-0.41469371236677954,0.4783662302130154,,0.004362718104983815,False
full_hgbs5_sweep,log10_jw_magnitude_to_fermionic_ratio,signed_order_weighted_local_5pct_fraction,Signed-order interaction weight within 5%,molecule+n_qubits,85,11,9,18,positive,-0.28825747212189856,0.0180039721704779,-0.28825747212189856,-0.3153410201289818,,0.04050893738357527,False
full_hgbs5_sweep,log10_jw_magnitude_to_fermionic_ratio,signed_order_weighted_local_10pct_fraction,Signed-order interaction weight within 10%,molecule+n_qubits,85,11,9,18,positive,-0.24405569060389826,0.04655847228127207,-0.24405569060389826,-0.28174711745163183,,0.08380525010628972,False
full_hgbs5_sweep,log10_jw_magnitude_to_fermionic_ratio,signed_order_opposite_sign_local_10pct_interaction_fraction,Opposite-sign local interaction weight (10%),molecule+n_qubits,85,11,9,18,positive,0.10701081690034105,0.38873372517924354,0.10701081690034105,0.07394957983193277,,0.38873372517924354,False
full_hgbs5_sweep,log10_jw_magnitude_to_fermionic_ratio,signed_order_opposite_sign_local_10pct_enrichment,Opposite-sign enrichment in 10% window,molecule+n_qubits,85,11,9,18,positive,0.11214731426186667,0.3662367281191803,0.11214731426186667,0.11766660152433067,,0.38873372517924354,False
full_hgbs5_sweep,log10_jw_magnitude_to_fermionic_ratio,signed_vs_magnitude_weighted_span_improvement,Signed-vs-magnitude span improvement,molecule+n_qubits,85,11,9,18,positive,-0.2980564786283512,0.014295771421375145,-0.2980564786283512,-0.31581004494821185,,0.04050893738357527,False
full_hgbs5_sweep,log10_jw_magnitude_to_fermionic_ratio,signed_vs_magnitude_weighted_local_10pct_improvement,Signed-vs-magnitude locality improvement (10%),molecule+n_qubits,85,11,9,18,positive,-0.14673393649831987,0.23605997396347722,-0.14673393649831987,-0.16146179401993355,,0.303505680810185,False
full_hgbs5_sweep,log10_jw_magnitude_to_fermionic_ratio,signed_vs_magnitude_opposite_sign_local_10pct_improvement,Signed-vs-magnitude opposite-sign locality improvement,molecule+n_qubits,85,11,9,18,positive,-0.18725261257577733,0.12918072302970535,-0.18725261257577733,-0.17537619699042406,,0.19377108454455802,False
matched_BH_BeH_LiH,log10_fermionic_infidelity,opposite_sign_interaction_weight_fraction,Opposite-sign share of interaction weight,none,26,3,9,0,negative,0.7056598792325005,5.65028613226963e-05,-0.7056598792325005,0.8153846153846154,3.8968465675378667e-07,0.00012713143797606668,False
matched_BH_BeH_LiH,log10_fermionic_infidelity,signed_order_weighted_mean_span_fraction,Signed-order weighted mean span,none,26,3,9,0,positive,-0.27017728885739184,0.1819192712963403,-0.27017728885739184,-0.28136752136752136,0.1637838330794931,0.1819192712963403,False
matched_BH_BeH_LiH,log10_fermionic_infidelity,signed_order_weighted_local_5pct_fraction,Signed-order interaction weight within 5%,none,26,3,9,0,negative,0.6812622545533951,0.00012740961214251602,-0.6812622545533951,0.7907692307692307,1.5265725269921538e-06,0.00022933730185652887,False
matched_BH_BeH_LiH,log10_fermionic_infidelity,signed_order_weighted_local_10pct_fraction,Signed-order interaction weight within 10%,none,26,3,9,0,negative,0.583922144465511,0.0017371305663859467,-0.583922144465511,0.7080341880341879,5.198093778912985e-05,0.0026056958495789206,False
matched_BH_BeH_LiH,log10_fermionic_infidelity,signed_order_opposite_sign_local_10pct_interaction_fraction,Opposite-sign local interaction weight (10%),none,26,3,9,0,negative,-0.3322958532364356,0.09720317922687083,0.3322958532364356,-0.837948717948718,9.227562171988862e-08,0.12497551614883393,False
matched_BH_BeH_LiH,log10_fermionic_infidelity,signed_order_opposite_sign_local_10pct_enrichment,Opposite-sign enrichment in 10% window,none,26,3,9,0,negative,-0.28341823465338056,0.16060391756759868,0.28341823465338056,-0.8386324786324786,8.803821658376975e-08,0.1806794072635485,False
matched_BH_BeH_LiH,log10_fermionic_infidelity,signed_vs_magnitude_weighted_span_improvement,Signed-vs-magnitude span improvement,none,26,3,9,0,negative,-0.8108267036370934,5.092012549119969e-07,0.8108267036370934,-0.8475213675213674,4.681708129452379e-08,1.5276037647359906e-06,True
matched_BH_BeH_LiH,log10_fermionic_infidelity,signed_vs_magnitude_weighted_local_10pct_improvement,Signed-vs-magnitude locality improvement (10%),none,26,3,9,0,negative,-0.8384447899789486,8.918351457455456e-08,0.8384447899789486,-0.8495726495726494,4.02398656597635e-08,8.02651631170991e-07,True
matched_BH_BeH_LiH,log10_fermionic_infidelity,signed_vs_magnitude_opposite_sign_local_10pct_improvement,Signed-vs-magnitude opposite-sign locality improvement,none,26,3,9,0,negative,-0.8207414653293208,2.818836741355678e-07,0.8207414653293208,-0.8283760683760684,1.743624026760816e-07,1.268476533610055e-06,True
matched_BH_BeH_LiH,log10_fermionic_infidelity,opposite_sign_interaction_weight_fraction,Opposite-sign share of interaction weight,n_qubits,26,3,9,8,negative,-0.03489037692341952,0.8906820152049942,0.03489037692341952,0.11111111111111109,,0.8906820152049941,False
matched_BH_BeH_LiH,log10_fermionic_infidelity,signed_order_weighted_mean_span_fraction,Signed-order weighted mean span,n_qubits,26,3,9,8,positive,0.3701132617931511,0.1305816568037453,0.3701132617931511,0.3852991452991453,,0.3917449704112359,False
matched_BH_BeH_LiH,log10_fermionic_infidelity,signed_order_weighted_local_5pct_fraction,Signed-order interaction weight within 5%,n_qubits,26,3,9,8,negative,-0.15956895929724227,0.5270832751719841,0.15956895929724227,0.005128205128205127,,0.8906820152049941,False
matched_BH_BeH_LiH,log10_fermionic_infidelity,signed_order_weighted_local_10pct_fraction,Signed-order interaction weight within 10%,n_qubits,26,3,9,8,negative,-0.28320559330069384,0.2547913733736828,0.28320559330069384,-0.1569230769230769,,0.5732805900907862,False
matched_BH_BeH_LiH,log10_fermionic_infidelity,signed_order_opposite_sign_local_10pct_interaction_fraction,Opposite-sign local interaction weight (10%),n_qubits,26,3,9,8,negative,0.045670391788380144,0.8571953027951014,-0.045670391788380144,-0.07692307692307691,,0.8906820152049941,False
matched_BH_BeH_LiH,log10_fermionic_infidelity,signed_order_opposite_sign_local_10pct_enrichment,Opposite-sign enrichment in 10% window,n_qubits,26,3,9,8,negative,0.04327124010827478,0.8646298879088455,-0.04327124010827478,-0.07145299145299144,,0.8906820152049941,False
matched_BH_BeH_LiH,log10_fermionic_infidelity,signed_vs_magnitude_weighted_span_improvement,Signed-vs-magnitude span improvement,n_qubits,26,3,9,8,negative,-0.06541556148664741,0.796494990437626,0.06541556148664741,-0.17333333333333334,,0.8906820152049941,False
matched_BH_BeH_LiH,log10_fermionic_infidelity,signed_vs_magnitude_weighted_local_10pct_improvement,Signed-vs-magnitude locality improvement (10%),n_qubits,26,3,9,8,negative,-0.5117988858144832,0.02991707716192278,0.5117988858144832,-0.4536752136752136,,0.269253694457305,False
matched_BH_BeH_LiH,log10_fermionic_infidelity,signed_vs_magnitude_opposite_sign_local_10pct_improvement,Signed-vs-magnitude opposite-sign locality improvement,n_qubits,26,3,9,8,negative,-0.40363680005569724,0.09669375587411812,0.40363680005569724,-0.2964102564102564,,0.3917449704112359,False
matched_BH_BeH_LiH,log10_fermionic_infidelity,opposite_sign_interaction_weight_fraction,Opposite-sign share of interaction weight,molecule+n_qubits,26,3,9,10,negative,0.7286289788168316,0.001367362771534037,-0.7286289788168316,0.6451282051282051,,0.007285164177392212,False
matched_BH_BeH_LiH,log10_fermionic_infidelity,signed_order_weighted_mean_span_fraction,Signed-order weighted mean span,molecule+n_qubits,26,3,9,10,positive,-0.1646560107866967,0.5422721474357344,-0.1646560107866967,-0.07555555555555556,,0.6972070467030871,False
matched_BH_BeH_LiH,log10_fermionic_infidelity,signed_order_weighted_local_5pct_fraction,Signed-order interaction weight within 5%,molecule+n_qubits,26,3,9,10,negative,-0.0642701594933418,0.8130677050369549,0.0642701594933418,-0.016068376068376067,,0.8130677050369549,False
matched_BH_BeH_LiH,log10_fermionic_infidelity,signed_order_weighted_local_10pct_fraction,Signed-order interaction weight within 10%,molecule+n_qubits,26,3,9,10,negative,-0.09411374211295806,0.7288252834353998,0.09411374211295806,-0.05367521367521367,,0.8130677050369549,False
matched_BH_BeH_LiH,log10_fermionic_infidelity,signed_order_opposite_sign_local_10pct_interaction_fraction,Opposite-sign local interaction weight (10%),molecule+n_qubits,26,3,9,10,negative,-0.7047948738388331,0.0022972439234230342,0.7047948738388331,-0.7141880341880341,,0.007285164177392212,True
matched_BH_BeH_LiH,log10_fermionic_infidelity,signed_order_opposite_sign_local_10pct_enrichment,Opposite-sign enrichment in 10% window,molecule+n_qubits,26,3,9,10,negative,-0.7021039709957134,0.0024283880591307373,0.7021039709957134,-0.7326495726495725,,0.007285164177392212,True
matched_BH_BeH_LiH,log10_fermionic_infidelity,signed_vs_magnitude_weighted_span_improvement,Signed-vs-magnitude span improvement,molecule+n_qubits,26,3,9,10,negative,-0.3539276869782361,0.17865951787191162,0.3539276869782361,-0.3907692307692307,,0.40198391521180116,False
matched_BH_BeH_LiH,log10_fermionic_infidelity,signed_vs_magnitude_weighted_local_10pct_improvement,Signed-vs-magnitude locality improvement (10%),molecule+n_qubits,26,3,9,10,negative,-0.2759041926331834,0.3009739837902169,0.2759041926331834,-0.2629059829059829,,0.501583746811583,False
matched_BH_BeH_LiH,log10_fermionic_infidelity,signed_vs_magnitude_opposite_sign_local_10pct_improvement,Signed-vs-magnitude opposite-sign locality improvement,molecule+n_qubits,26,3,9,10,negative,-0.25814358472810356,0.33438916454105533,0.25814358472810356,-0.23897435897435895,,0.501583746811583,False
full_hgbs5_sweep,log10_fermionic_infidelity,opposite_sign_interaction_weight_fraction,Opposite-sign share of interaction weight,none,85,11,9,0,negative,0.6032449743851043,9.959857644246366e-10,-0.6032449743851043,0.5416650381082666,8.639515649278603e-08,8.963871879821729e-09,False
full_hgbs5_sweep,log10_fermionic_infidelity,signed_order_weighted_mean_span_fraction,Signed-order weighted mean span,none,85,11,9,0,positive,0.041372340620934894,0.7069559167732036,0.041372340620934894,0.03222591362126246,0.7696863423477626,0.7069559167732036,False
full_hgbs5_sweep,log10_fermionic_infidelity,signed_order_weighted_local_5pct_fraction,Signed-order interaction weight within 5%,none,85,11,9,0,negative,0.2932490863536904,0.006454539961800793,-0.2932490863536904,0.30601915184678524,0.004395990848171648,0.00968180994270119,False
full_hgbs5_sweep,log10_fermionic_infidelity,signed_order_weighted_local_10pct_fraction,Signed-order interaction weight within 10%,none,85,11,9,0,negative,0.29505423353387933,0.006119629526489874,-0.29505423353387933,0.2899550517881571,0.007107599912167355,0.00968180994270119,False
full_hgbs5_sweep,log10_fermionic_infidelity,signed_order_opposite_sign_local_10pct_interaction_fraction,Opposite-sign local interaction weight (10%),none,85,11,9,0,negative,-0.15848144319116045,0.14743101758045618,0.15848144319116045,-0.2590580418213797,0.016663153064375713,0.16585989477801322,False
full_hgbs5_sweep,log10_fermionic_infidelity,signed_order_opposite_sign_local_10pct_enrichment,Opposite-sign enrichment in 10% window,none,85,11,9,0,negative,-0.27411636880936835,0.01112858476777529,0.27411636880936835,-0.3565174907172171,0.0008109510888908994,0.014308180415711086,True
full_hgbs5_sweep,log10_fermionic_infidelity,signed_vs_magnitude_weighted_span_improvement,Signed-vs-magnitude span improvement,none,85,11,9,0,negative,-0.5744534114598364,8.999136296122242e-09,0.5744534114598364,-0.5369461979957941,1.1732159695562678e-07,4.049611333255009e-08,True
full_hgbs5_sweep,log10_fermionic_infidelity,signed_vs_magnitude_weighted_local_10pct_improvement,Signed-vs-magnitude locality improvement (10%),none,85,11,9,0,negative,-0.4548246235636223,1.2256000702650956e-05,0.4548246235636223,-0.5194160527873418,3.513130128655345e-07,2.757600158096465e-05,True
full_hgbs5_sweep,log10_fermionic_infidelity,signed_vs_magnitude_opposite_sign_local_10pct_improvement,Signed-vs-magnitude opposite-sign locality improvement,none,85,11,9,0,negative,-0.49851301704741163,1.2017337782440577e-06,0.49851301704741163,-0.52930485264852,1.9068284592990245e-07,3.605201334732173e-06,True
full_hgbs5_sweep,log10_fermionic_infidelity,opposite_sign_interaction_weight_fraction,Opposite-sign share of interaction weight,n_qubits,85,11,9,8,negative,0.19238076577466867,0.09369513471070641,-0.19238076577466867,0.23312487785812,,0.21767679349398403,False
full_hgbs5_sweep,log10_fermionic_infidelity,signed_order_weighted_mean_span_fraction,Signed-order weighted mean span,n_qubits,85,11,9,8,positive,0.23910180802891243,0.036235667916910096,0.23910180802891243,0.26955247215165135,,0.21767679349398403,False
full_hgbs5_sweep,log10_fermionic_infidelity,signed_order_weighted_local_5pct_fraction,Signed-order interaction weight within 5%,n_qubits,85,11,9,8,negative,-0.19849355418759856,0.08353215266416335,0.19849355418759856,-0.24395153410201292,,0.21767679349398403,False
full_hgbs5_sweep,log10_fermionic_infidelity,signed_order_weighted_local_10pct_fraction,Signed-order interaction weight within 10%,n_qubits,85,11,9,8,negative,-0.19064846428143356,0.09674524155288179,0.19064846428143356,-0.22646081688489347,,0.21767679349398403,False
full_hgbs5_sweep,log10_fermionic_infidelity,signed_order_opposite_sign_local_10pct_interaction_fraction,Opposite-sign local interaction weight (10%),n_qubits,85,11,9,8,negative,0.16543191767367785,0.15047851559907283,-0.16543191767367785,0.2552276724643346,,0.2708613280783311,False
full_hgbs5_sweep,log10_fermionic_infidelity,signed_order_opposite_sign_local_10pct_enrichment,Opposite-sign enrichment in 10% window,n_qubits,85,11,9,8,negative,0.007596427992903731,0.9477209506816173,-0.007596427992903731,0.26277115497361736,,0.9477209506816173,False
full_hgbs5_sweep,log10_fermionic_infidelity,signed_vs_magnitude_weighted_span_improvement,Signed-vs-magnitude span improvement,n_qubits,85,11,9,8,negative,-0.03999527246067022,0.7298275479806557,0.03999527246067022,-0.06328050187844882,,0.9383497045465574,False
full_hgbs5_sweep,log10_fermionic_infidelity,signed_vs_magnitude_weighted_local_10pct_improvement,Signed-vs-magnitude locality improvement (10%),n_qubits,85,11,9,8,negative,-0.016283859072847726,0.8882156478592635,0.016283859072847726,-0.0801657253568243,,0.9477209506816173,False
