mapping,class_id,operator_error_rank,operator_error,state_error,tags,order_indices,order_labels
jw,6322,11,2.3458323618349703e-05,2.3384183470549898e-05,,5 6 7 9 10 12 13 0 3 4 11 1 2 8,P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0000 P0003 P0004 P0011 P0001 P0002 P0008
jw,6475,12,2.3458323618349706e-05,2.3384183470549898e-05,,5 6 7 9 10 12 13 1 2 4 11 0 3 8,P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0001 P0002 P0004 P0011 P0000 P0003 P0008
jw,5511,13,2.345832361834989e-05,2.3384183470549837e-05,,5 6 7 9 10 11 0 2 8 12 13 1 3 4,P0005 P0006 P0007 P0009 P0010 P0011 P0000 P0002 P0008 P0012 P0013 P0001 P0003 P0004
jw,5695,14,2.345832361834989e-05,2.3384183470549837e-05,,5 6 7 9 10 11 1 2 8 12 13 0 3 4,P0005 P0006 P0007 P0009 P0010 P0011 P0001 P0002 P0008 P0012 P0013 P0000 P0003 P0004
jw,5726,15,2.3458323618349893e-05,2.3384183470549837e-05,,5 6 7 9 10 11 1 3 8 12 13 0 2 4,P0005 P0006 P0007 P0009 P0010 P0011 P0001 P0003 P0008 P0012 P0013 P0000 P0002 P0004
jw,5542,16,2.3458323618349896e-05,2.3384183470549837e-05,,5 6 7 9 10 11 0 3 8 12 13 1 2 4,P0005 P0006 P0007 P0009 P0010 P0011 P0000 P0003 P0008 P0012 P0013 P0001 P0002 P0004
jw,714,17,3.506961079713793e-05,1.1874218609128934e-05,,0 5 6 7 8 3 4 9 10 11 2 12 13 1,P0000 P0005 P0006 P0007 P0008 P0003 P0004 P0009 P0010 P0011 P0002 P0012 P0013 P0001
jw,1603,18,3.506961079713793e-05,1.1874218609128934e-05,,1 5 6 7 8 2 4 9 10 11 3 12 13 0,P0001 P0005 P0006 P0007 P0008 P0002 P0004 P0009 P0010 P0011 P0003 P0012 P0013 P0000
jw,2392,19,3.506961079713793e-05,1.1874218609128934e-05,,2 5 6 7 8 1 4 9 10 11 0 12 13 3,P0002 P0005 P0006 P0007 P0008 P0001 P0004 P0009 P0010 P0011 P0000 P0012 P0013 P0003
jw,3029,20,3.506961079713793e-05,1.1874218609128934e-05,,3 5 6 7 8 0 4 9 10 11 1 12 13 2,P0003 P0005 P0006 P0007 P0008 P0000 P0004 P0009 P0010 P0011 P0001 P0012 P0013 P0002
jw,487,21,3.506961079713864e-05,1.1874218609128162e-05,,0 4 3 5 6 7 8 9 10 12 13 1 11 2,P0000 P0004 P0003 P0005 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0001 P0011 P0002
jw,1376,22,3.506961079713864e-05,1.1874218609128162e-05,,1 4 2 5 6 7 8 9 10 12 13 0 11 3,P0001 P0004 P0002 P0005 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0000 P0011 P0003
jw,2167,23,3.506961079713864e-05,1.1874218609128162e-05,,2 4 1 5 6 7 8 9 10 12 13 3 11 0,P0002 P0004 P0001 P0005 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0003 P0011 P0000
jw,2804,24,3.506961079713864e-05,1.1874218609128162e-05,,3 4 0 5 6 7 8 9 10 12 13 2 11 1,P0003 P0004 P0000 P0005 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0002 P0011 P0001
jw,911,25,3.506961079715594e-05,1.18742186091291e-05,,0 5 6 7 9 10 11 3 8 12 13 1 4 2,P0000 P0005 P0006 P0007 P0009 P0010 P0011 P0003 P0008 P0012 P0013 P0001 P0004 P0002
jw,1800,26,3.506961079715594e-05,1.18742186091291e-05,,1 5 6 7 9 10 11 2 8 12 13 0 4 3,P0001 P0005 P0006 P0007 P0009 P0010 P0011 P0002 P0008 P0012 P0013 P0000 P0004 P0003
jw,2591,27,3.506961079715594e-05,1.18742186091291e-05,,2 5 6 7 9 10 11 1 8 12 13 3 4 0,P0002 P0005 P0006 P0007 P0009 P0010 P0011 P0001 P0008 P0012 P0013 P0003 P0004 P0000
jw,3228,28,3.506961079715594e-05,1.18742186091291e-05,,3 5 6 7 9 10 11 0 8 12 13 2 4 1,P0003 P0005 P0006 P0007 P0009 P0010 P0011 P0000 P0008 P0012 P0013 P0002 P0004 P0001
jw,1048,29,3.506961079719304e-05,1.187421860912883e-05,,0 5 6 7 9 10 12 13 3 4 11 2 8 1,P0000 P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0003 P0004 P0011 P0002 P0008 P0001
jw,1937,30,3.506961079719304e-05,1.187421860912883e-05,,1 5 6 7 9 10 12 13 2 4 11 3 8 0,P0001 P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0002 P0004 P0011 P0003 P0008 P0000
jw,2726,31,3.506961079719304e-05,1.187421860912883e-05,,2 5 6 7 9 10 12 13 1 4 11 0 8 3,P0002 P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0001 P0004 P0011 P0000 P0008 P0003
jw,3363,32,3.506961079719304e-05,1.187421860912883e-05,,3 5 6 7 9 10 12 13 0 4 11 1 8 2,P0003 P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0000 P0004 P0011 P0001 P0008 P0002
jw,5798,33,3.50868478689572e-05,1.178699269032452e-05,,5 6 7 9 10 11 1 8 2 3 12 13 0 4,P0005 P0006 P0007 P0009 P0010 P0011 P0001 P0008 P0002 P0003 P0012 P0013 P0000 P0004
jw,6046,34,3.50868478689572e-05,1.178699269032452e-05,,5 6 7 9 10 11 3 8 0 1 12 13 2 4,P0005 P0006 P0007 P0009 P0010 P0011 P0003 P0008 P0000 P0001 P0012 P0013 P0002 P0004
jw,5614,35,3.5086847868957215e-05,1.178699269032452e-05,,5 6 7 9 10 11 0 8 2 3 12 13 1 4,P0005 P0006 P0007 P0009 P0010 P0011 P0000 P0008 P0002 P0003 P0012 P0013 P0001 P0004
jw,5931,36,3.5086847868957215e-05,1.178699269032452e-05,,5 6 7 9 10 11 2 8 0 1 12 13 3 4,P0005 P0006 P0007 P0009 P0010 P0011 P0002 P0008 P0000 P0001 P0012 P0013 P0003 P0004
jw,3848,37,3.508684786895874e-05,1.1786992690325083e-05,,4 1 5 6 7 9 10 12 13 2 3 8 0 11,P0004 P0001 P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0002 P0003 P0008 P0000 P0011
jw,4096,38,3.508684786895874e-05,1.1786992690325083e-05,,4 3 5 6 7 9 10 12 13 0 1 8 2 11,P0004 P0003 P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0000 P0001 P0008 P0002 P0011
jw,3664,39,3.508684786895875e-05,1.1786992690325083e-05,,4 0 5 6 7 9 10 12 13 2 3 8 1 11,P0004 P0000 P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0002 P0003 P0008 P0001 P0011
jw,3981,40,3.508684786895875e-05,1.1786992690325083e-05,,4 2 5 6 7 9 10 12 13 0 1 8 3 11,P0004 P0002 P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0000 P0001 P0008 P0003 P0011
jw,6793,41,3.508684786901207e-05,1.178699269032461e-05,,5 6 7 9 10 12 13 3 4 0 2 11 1 8,P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0003 P0004 P0000 P0002 P0011 P0001 P0008
jw,6529,42,3.508684786901208e-05,1.178699269032461e-05,,5 6 7 9 10 12 13 1 4 0 2 11 3 8,P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0001 P0004 P0000 P0002 P0011 P0003 P0008
jw,6348,43,3.5086847869012096e-05,1.178699269032461e-05,,5 6 7 9 10 12 13 0 4 1 3 11 2 8,P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0000 P0004 P0001 P0003 P0011 P0002 P0008
jw,6688,44,3.50868478690121e-05,1.178699269032461e-05,,5 6 7 9 10 12 13 2 4 1 3 11 0 8,P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0002 P0004 P0001 P0003 P0011 P0000 P0008
jw,4682,45,3.5086847869012124e-05,1.1786992690325242e-05,,5 6 7 8 0 9 10 11 1 3 4 2 12 13,P0005 P0006 P0007 P0008 P0000 P0009 P0010 P0011 P0001 P0003 P0004 P0002 P0012 P0013
jw,4863,46,3.508684786901213e-05,1.1786992690325242e-05,,5 6 7 8 1 9 10 11 0 2 4 3 12 13,P0005 P0006 P0007 P0008 P0001 P0009 P0010 P0011 P0000 P0002 P0004 P0003 P0012 P0013
jw,5022,47,3.508684786901213e-05,1.1786992690325242e-05,,5 6 7 8 2 9 10 11 1 3 4 0 12 13,P0005 P0006 P0007 P0008 P0002 P0009 P0010 P0011 P0001 P0003 P0004 P0000 P0012 P0013
jw,5127,48,3.508684786901214e-05,1.1786992690325242e-05,,5 6 7 8 3 9 10 11 0 2 4 1 12 13,P0005 P0006 P0007 P0008 P0003 P0009 P0010 P0011 P0000 P0002 P0004 P0001 P0012 P0013
jw,5081,49,3.509931883048956e-05,3.5099318830479796e-05,,5 6 7 8 3 4 0 2 9 10 11 1 12 13,P0005 P0006 P0007 P0008 P0003 P0004 P0000 P0002 P0009 P0010 P0011 P0001 P0012 P0013
jw,4976,50,3.509931883048957e-05,3.5099318830479796e-05,,5 6 7 8 2 4 1 3 9 10 11 0 12 13,P0005 P0006 P0007 P0008 P0002 P0004 P0001 P0003 P0009 P0010 P0011 P0000 P0012 P0013
jw,4817,51,3.509931883048958e-05,3.5099318830479796e-05,,5 6 7 8 1 4 0 2 9 10 11 3 12 13,P0005 P0006 P0007 P0008 P0001 P0004 P0000 P0002 P0009 P0010 P0011 P0003 P0012 P0013
jw,4636,52,3.509931883048959e-05,3.5099318830479796e-05,,5 6 7 8 0 4 1 3 9 10 11 2 12 13,P0005 P0006 P0007 P0008 P0000 P0004 P0001 P0003 P0009 P0010 P0011 P0002 P0012 P0013
jw,3582,53,3.509931883052536e-05,3.509931883047963e-05,,4 0 5 6 7 8 2 3 9 10 12 13 1 11,P0004 P0000 P0005 P0006 P0007 P0008 P0002 P0003 P0009 P0010 P0012 P0013 P0001 P0011
jw,3899,54,3.509931883052536e-05,3.509931883047963e-05,,4 2 5 6 7 8 0 1 9 10 12 13 3 11,P0004 P0002 P0005 P0006 P0007 P0008 P0000 P0001 P0009 P0010 P0012 P0013 P0003 P0011
jw,3766,55,3.5099318830525367e-05,3.509931883047963e-05,,4 1 5 6 7 8 2 3 9 10 12 13 0 11,P0004 P0001 P0005 P0006 P0007 P0008 P0002 P0003 P0009 P0010 P0012 P0013 P0000 P0011
jw,4014,56,3.5099318830525367e-05,3.509931883047963e-05,,4 3 5 6 7 8 0 1 9 10 12 13 2 11,P0004 P0003 P0005 P0006 P0007 P0008 P0000 P0001 P0009 P0010 P0012 P0013 P0002 P0011
jw,5836,57,3.5099318830600536e-05,3.509931883047942e-05,,5 6 7 9 10 11 1 12 13 2 3 8 0 4,P0005 P0006 P0007 P0009 P0010 P0011 P0001 P0012 P0013 P0002 P0003 P0008 P0000 P0004
jw,6084,58,3.5099318830600536e-05,3.509931883047942e-05,,5 6 7 9 10 11 3 12 13 0 1 8 2 4,P0005 P0006 P0007 P0009 P0010 P0011 P0003 P0012 P0013 P0000 P0001 P0008 P0002 P0004
jw,5652,59,3.509931883060054e-05,3.509931883047942e-05,,5 6 7 9 10 11 0 12 13 2 3 8 1 4,P0005 P0006 P0007 P0009 P0010 P0011 P0000 P0012 P0013 P0002 P0003 P0008 P0001 P0004
jw,5969,60,3.509931883060054e-05,3.509931883047942e-05,,5 6 7 9 10 11 2 12 13 0 1 8 3 4,P0005 P0006 P0007 P0009 P0010 P0011 P0002 P0012 P0013 P0000 P0001 P0008 P0003 P0004
jw,6770,61,3.5099318830600786e-05,3.509931883047931e-05,,5 6 7 9 10 12 13 2 11 1 3 4 0 8,P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0002 P0011 P0001 P0003 P0004 P0000 P0008
jw,6875,62,3.5099318830600786e-05,3.509931883047931e-05,,5 6 7 9 10 12 13 3 11 0 2 4 1 8,P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0003 P0011 P0000 P0002 P0004 P0001 P0008
jw,6430,63,3.509931883060079e-05,3.509931883047931e-05,,5 6 7 9 10 12 13 0 11 1 3 4 2 8,P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0000 P0011 P0001 P0003 P0004 P0002 P0008
jw,6611,64,3.50993188306008e-05,3.509931883047931e-05,,5 6 7 9 10 12 13 1 11 0 2 4 3 8,P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0001 P0011 P0000 P0002 P0004 P0003 P0008
jw,5192,65,4.676110738457093e-05,2.581125939196126e-06,,5 6 7 8 9 10 11 0 1 2 3 4 12 13,P0005 P0006 P0007 P0008 P0009 P0010 P0011 P0000 P0001 P0002 P0003 P0004 P0012 P0013
jw,4402,66,4.676110738462499e-05,2.5811259392002194e-06,,4 5 6 7 9 10 12 13 0 1 2 3 8 11,P0004 P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0000 P0001 P0002 P0003 P0008 P0011
jw,301,67,4.676143208868532e-05,4.720204760628698e-06,,0 3 4 5 6 7 8 9 10 11 12 13 1 2,P0000 P0003 P0004 P0005 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0001 P0002
jw,1106,68,4.676143208868532e-05,4.720204760628698e-06,,1 2 4 5 6 7 8 9 10 11 12 13 0 3,P0001 P0002 P0004 P0005 P0006 P0007 P0008 P0009 P0010 P0011 P0012 P0013 P0000 P0003
jw,4126,69,4.682625044339959e-05,4.6826250443378135e-05,,4 5 6 7 8 0 1 2 3 9 10 11 12 13,P0004 P0005 P0006 P0007 P0008 P0000 P0001 P0002 P0003 P0009 P0010 P0011 P0012 P0013
jw,6112,70,4.682625044352415e-05,4.682625044337822e-05,,5 6 7 9 10 11 12 13 0 1 2 3 4 8,P0005 P0006 P0007 P0009 P0010 P0011 P0012 P0013 P0000 P0001 P0002 P0003 P0004 P0008
jw,6081,71,5.048465748126656e-05,4.252886921312545e-06,,5 6 7 9 10 11 3 12 13 0 1 2 4 8,P0005 P0006 P0007 P0009 P0010 P0011 P0003 P0012 P0013 P0000 P0001 P0002 P0004 P0008
jw,5636,72,5.048465748130763e-05,4.252886921312545e-06,,5 6 7 9 10 11 0 12 13 1 2 3 4 8,P0005 P0006 P0007 P0009 P0010 P0011 P0000 P0012 P0013 P0001 P0002 P0003 P0004 P0008
jw,5966,73,5.0484657481307706e-05,4.252886921312545e-06,,5 6 7 9 10 11 2 12 13 0 1 3 4 8,P0005 P0006 P0007 P0009 P0010 P0011 P0002 P0012 P0013 P0000 P0001 P0003 P0004 P0008
jw,6426,74,5.0484657481307774e-05,4.2528869213113565e-06,,5 6 7 9 10 12 13 0 11 1 2 3 4 8,P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0000 P0011 P0001 P0002 P0003 P0004 P0008
jw,5820,75,5.0484657481312605e-05,4.252886921312545e-06,,5 6 7 9 10 11 1 12 13 0 2 3 4 8,P0005 P0006 P0007 P0009 P0010 P0011 P0001 P0012 P0013 P0000 P0002 P0003 P0004 P0008
jw,6610,76,5.048465748136327e-05,4.2528869213113565e-06,,5 6 7 9 10 12 13 1 11 0 2 3 4 8,P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0001 P0011 P0000 P0002 P0003 P0004 P0008
jw,6756,77,5.0484657481363285e-05,4.2528869213113565e-06,,5 6 7 9 10 12 13 2 11 0 1 3 4 8,P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0002 P0011 P0000 P0001 P0003 P0004 P0008
jw,6871,78,5.048465748136329e-05,4.2528869213113565e-06,,5 6 7 9 10 12 13 3 11 0 1 2 4 8,P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0003 P0011 P0000 P0001 P0002 P0004 P0008
jw,4172,79,5.048465748136797e-05,4.252886921310674e-06,,4 5 6 7 8 1 2 3 9 10 11 0 12 13,P0004 P0005 P0006 P0007 P0008 P0001 P0002 P0003 P0009 P0010 P0011 P0000 P0012 P0013
jw,4140,80,5.0484657481367974e-05,4.252886921310674e-06,,4 5 6 7 8 0 2 3 9 10 11 1 12 13,P0004 P0005 P0006 P0007 P0008 P0000 P0002 P0003 P0009 P0010 P0011 P0001 P0012 P0013
jw,4129,81,5.048465748139976e-05,4.252886921312552e-06,,4 5 6 7 8 0 1 2 9 10 12 13 3 11,P0004 P0005 P0006 P0007 P0008 P0000 P0001 P0002 P0009 P0010 P0012 P0013 P0003 P0011
jw,4142,82,5.048465748139976e-05,4.252886921312552e-06,,4 5 6 7 8 0 2 3 9 10 12 13 1 11,P0004 P0005 P0006 P0007 P0008 P0000 P0002 P0003 P0009 P0010 P0012 P0013 P0001 P0011
jw,4132,83,5.048465748139977e-05,4.252886921312552e-06,,4 5 6 7 8 0 1 3 9 10 12 13 2 11,P0004 P0005 P0006 P0007 P0008 P0000 P0001 P0003 P0009 P0010 P0012 P0013 P0002 P0011
jw,4174,84,5.048465748139978e-05,4.252886921312552e-06,,4 5 6 7 8 1 2 3 9 10 12 13 0 11,P0004 P0005 P0006 P0007 P0008 P0001 P0002 P0003 P0009 P0010 P0012 P0013 P0000 P0011
jw,4127,85,5.048465748142346e-05,4.252886921310674e-06,,4 5 6 7 8 0 1 2 9 10 11 3 12 13,P0004 P0005 P0006 P0007 P0008 P0000 P0001 P0002 P0009 P0010 P0011 P0003 P0012 P0013
jw,4130,86,5.0484657481423465e-05,4.252886921310674e-06,,4 5 6 7 8 0 1 3 9 10 11 2 12 13,P0004 P0005 P0006 P0007 P0008 P0000 P0001 P0003 P0009 P0010 P0011 P0002 P0012 P0013
jw,4678,87,5.051717661825831e-05,5.051717661820344e-05,,5 6 7 8 0 9 10 11 1 2 3 4 12 13,P0005 P0006 P0007 P0008 P0000 P0009 P0010 P0011 P0001 P0002 P0003 P0004 P0012 P0013
jw,5008,88,5.051717661825831e-05,5.051717661820344e-05,,5 6 7 8 2 9 10 11 0 1 3 4 12 13,P0005 P0006 P0007 P0008 P0002 P0009 P0010 P0011 P0000 P0001 P0003 P0004 P0012 P0013
jw,5123,89,5.051717661825831e-05,5.051717661820344e-05,,5 6 7 8 3 9 10 11 0 1 2 4 12 13,P0005 P0006 P0007 P0008 P0003 P0009 P0010 P0011 P0000 P0001 P0002 P0004 P0012 P0013
jw,4862,90,5.051717661825832e-05,5.051717661820344e-05,,5 6 7 8 1 9 10 11 0 2 3 4 12 13,P0005 P0006 P0007 P0008 P0001 P0009 P0010 P0011 P0000 P0002 P0003 P0004 P0012 P0013
jw,5208,91,5.0517176618259505e-05,5.0517176618203296e-05,,5 6 7 8 9 10 11 0 2 3 12 13 1 4,P0005 P0006 P0007 P0008 P0009 P0010 P0011 P0000 P0002 P0003 P0012 P0013 P0001 P0004
jw,5195,92,5.051717661825951e-05,5.0517176618203296e-05,,5 6 7 8 9 10 11 0 1 2 12 13 3 4,P0005 P0006 P0007 P0008 P0009 P0010 P0011 P0000 P0001 P0002 P0012 P0013 P0003 P0004
jw,5198,93,5.051717661825951e-05,5.0517176618203296e-05,,5 6 7 8 9 10 11 0 1 3 12 13 2 4,P0005 P0006 P0007 P0008 P0009 P0010 P0011 P0000 P0001 P0003 P0012 P0013 P0002 P0004
jw,5240,94,5.051717661825951e-05,5.0517176618203296e-05,,5 6 7 8 9 10 11 1 2 3 12 13 0 4,P0005 P0006 P0007 P0008 P0009 P0010 P0011 P0001 P0002 P0003 P0012 P0013 P0000 P0004
jw,4418,95,5.051717661831379e-05,5.0517176618203296e-05,,4 5 6 7 9 10 12 13 0 2 3 11 1 8,P0004 P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0000 P0002 P0003 P0011 P0001 P0008
jw,4450,96,5.051717661831379e-05,5.0517176618203296e-05,,4 5 6 7 9 10 12 13 1 2 3 11 0 8,P0004 P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0001 P0002 P0003 P0011 P0000 P0008
jw,4405,97,5.05171766183138e-05,5.0517176618203296e-05,,4 5 6 7 9 10 12 13 0 1 2 11 3 8,P0004 P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0000 P0001 P0002 P0011 P0003 P0008
jw,4408,98,5.05171766183138e-05,5.0517176618203296e-05,,4 5 6 7 9 10 12 13 0 1 3 11 2 8,P0004 P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0000 P0001 P0003 P0011 P0002 P0008
jw,3650,99,5.051717661831515e-05,5.0517176618203425e-05,,4 0 5 6 7 9 10 12 13 1 2 3 8 11,P0004 P0000 P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0001 P0002 P0003 P0008 P0011
jw,3834,100,5.051717661831515e-05,5.0517176618203425e-05,,4 1 5 6 7 9 10 12 13 0 2 3 8 11,P0004 P0001 P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0000 P0002 P0003 P0008 P0011
jw,4095,101,5.051717661831515e-05,5.0517176618203425e-05,,4 3 5 6 7 9 10 12 13 0 1 2 8 11,P0004 P0003 P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0000 P0001 P0002 P0008 P0011
jw,3980,102,5.051717661831516e-05,5.0517176618203425e-05,,4 2 5 6 7 9 10 12 13 0 1 3 8 11,P0004 P0002 P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0000 P0001 P0003 P0008 P0011
jw,899,103,5.057152849799264e-05,5.0571528497977885e-05,,0 5 6 7 9 10 11 3 4 8 12 13 1 2,P0000 P0005 P0006 P0007 P0009 P0010 P0011 P0003 P0004 P0008 P0012 P0013 P0001 P0002
jw,1788,104,5.057152849799264e-05,5.0571528497977885e-05,,1 5 6 7 9 10 11 2 4 8 12 13 0 3,P0001 P0005 P0006 P0007 P0009 P0010 P0011 P0002 P0004 P0008 P0012 P0013 P0000 P0003
jw,2578,105,5.057152849799266e-05,5.0571528497977885e-05,,2 5 6 7 9 10 11 1 4 8 12 13 0 3,P0002 P0005 P0006 P0007 P0009 P0010 P0011 P0001 P0004 P0008 P0012 P0013 P0000 P0003
jw,3215,106,5.057152849799266e-05,5.0571528497977885e-05,,3 5 6 7 9 10 11 0 4 8 12 13 1 2,P0003 P0005 P0006 P0007 P0009 P0010 P0011 P0000 P0004 P0008 P0012 P0013 P0001 P0002
jw,303,107,5.0571528498018814e-05,5.057152849797799e-05,,0 3 4 5 6 7 8 9 10 12 13 1 11 2,P0000 P0003 P0004 P0005 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0001 P0011 P0002
jw,1108,108,5.0571528498018814e-05,5.057152849797799e-05,,1 2 4 5 6 7 8 9 10 12 13 0 11 3,P0001 P0002 P0004 P0005 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0000 P0011 P0003
jw,304,109,5.057152849801882e-05,5.057152849797799e-05,,0 3 4 5 6 7 8 9 10 12 13 2 11 1,P0000 P0003 P0004 P0005 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0002 P0011 P0001
jw,1109,110,5.057152849801882e-05,5.057152849797799e-05,,1 2 4 5 6 7 8 9 10 12 13 3 11 0,P0001 P0002 P0004 P0005 P0006 P0007 P0008 P0009 P0010 P0012 P0013 P0003 P0011 P0000
jw,299,111,5.057152849807433e-05,5.057152849797806e-05,,0 3 4 5 6 7 8 9 10 11 1 12 13 2,P0000 P0003 P0004 P0005 P0006 P0007 P0008 P0009 P0010 P0011 P0001 P0012 P0013 P0002
jw,300,112,5.057152849807433e-05,5.057152849797806e-05,,0 3 4 5 6 7 8 9 10 11 2 12 13 1,P0000 P0003 P0004 P0005 P0006 P0007 P0008 P0009 P0010 P0011 P0002 P0012 P0013 P0001
jw,1104,113,5.057152849807433e-05,5.057152849797806e-05,,1 2 4 5 6 7 8 9 10 11 0 12 13 3,P0001 P0002 P0004 P0005 P0006 P0007 P0008 P0009 P0010 P0011 P0000 P0012 P0013 P0003
jw,1105,114,5.057152849807433e-05,5.057152849797806e-05,,1 2 4 5 6 7 8 9 10 11 3 12 13 0,P0001 P0002 P0004 P0005 P0006 P0007 P0008 P0009 P0010 P0011 P0003 P0012 P0013 P0000
jw,1045,115,5.057152849810353e-05,5.057152849797781e-05,,0 5 6 7 9 10 12 13 3 4 8 11 1 2,P0000 P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0003 P0004 P0008 P0011 P0001 P0002
jw,1934,116,5.057152849810353e-05,5.057152849797781e-05,,1 5 6 7 9 10 12 13 2 4 8 11 0 3,P0001 P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0002 P0004 P0008 P0011 P0000 P0003
jw,2724,117,5.0571528498103544e-05,5.057152849797781e-05,,2 5 6 7 9 10 12 13 1 4 8 11 0 3,P0002 P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0001 P0004 P0008 P0011 P0000 P0003
jw,3361,118,5.0571528498103544e-05,5.057152849797781e-05,,3 5 6 7 9 10 12 13 0 4 8 11 1 2,P0003 P0005 P0006 P0007 P0009 P0010 P0012 P0013 P0000 P0004 P0008 P0011 P0001 P0002
jw,1675,119,6.217463916328723e-05,3.882306143005946e-05,,1 5 6 7 8 9 10 11 2 4 3 12 13 0,P0001 P0005 P0006 P0007 P0008 P0009 P0010 P0011 P0002 P0004 P0003 P0012 P0013 P0000
jw,3129,120,6.217463916328723e-05,3.882306143005946e-05,,3 5 6 7 8 9 10 11 0 4 1 12 13 2,P0003 P0005 P0006 P0007 P0008 P0009 P0010 P0011 P0000 P0004 P0001 P0012 P0013 P0002
