status,error_message,case_id,tensor_path,molecule,atom_count,geometry_tag,geometry_scale,basis,source_mapping,active_occupied,active_vacant,n_qubits,identity_coefficient_real,identity_coefficient_imag,number_of_fermionic_terms,number_of_pauli_terms,pauli_to_fermionic_term_ratio,ordering,formula_order,trotter_steps,trotter_dt,evolution_time,nominal_exponential_count,ordering_build_time_seconds,graph_vertices,graph_edges,graph_density,number_of_colors,mean_vertices_per_color,graph_time_seconds,coloring_time_seconds,exact_evolution_time_seconds,trotter_runtime_seconds,operator_norm_error,state_infidelity,state_vector_2norm_error,operator_error_ratio_to_jw_raw,state_infidelity_ratio_to_jw_raw,operator_error_ratio_to_jw_coloring,state_infidelity_ratio_to_jw_coloring,coefficient_tolerance
success,,BeH2_s-0.80_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/hgbs-5/BeH2_s-0.80_hgbs-5_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,hgbs-5,JW,2,2,4,-15.173700146256532,0.0,12,14,1.1666666666666667,jw_coloring,2,100,0.01,1.0,2700,0.0002282919995195698,14,16,0.17582417582417584,2,7.0,0.0001377080006932374,8.183299723896198e-05,0.0002850839991879184,8.304199945996515e-05,,0.0,6.317898349191822e-09,,,1.0,1.0,1e-12
success,,BeH2_s-0.80_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/hgbs-5/BeH2_s-0.80_hgbs-5_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,hgbs-5,JW,2,2,4,-15.173700146256532,0.0,12,14,1.1666666666666667,fermionic_coloring,2,100,0.01,1.0,2700,0.002386042000580346,12,12,0.18181818181818182,2,6.0,0.0013748330020462163,1.0040999768534675e-05,0.0002850839991879184,8.354199962923303e-05,,0.0,1.2635621296044333e-08,,,,,1e-12
success,,BeH2_s-0.80_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/hgbs-5/BeH2_s-0.80_hgbs-5_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,hgbs-5,JW,2,2,4,-15.173700146256532,0.0,12,14,1.1666666666666667,jw_raw,2,1000,0.001,1.0,27000,0.0,,,,,,,,0.0002850839991879184,8.762500146985985e-05,,6.87672141452822e-13,6.317970481482416e-11,1.0,1.0,,,1e-12
success,,BeH2_s-0.80_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/hgbs-5/BeH2_s-0.80_hgbs-5_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,hgbs-5,JW,2,2,4,-15.173700146256532,0.0,12,14,1.1666666666666667,jw_coloring,2,1000,0.001,1.0,27000,0.0002282919995195698,14,16,0.17582417582417584,2,7.0,0.0001377080006932374,8.183299723896198e-05,0.0002850839991879184,8.995799726108089e-05,,2.4780177909633494e-13,6.317881673489803e-11,,,1.0,1.0,1e-12
success,,BeH2_s-0.80_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/hgbs-5/BeH2_s-0.80_hgbs-5_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,hgbs-5,JW,2,2,4,-15.173700146256532,0.0,12,14,1.1666666666666667,fermionic_coloring,2,1000,0.001,1.0,27000,0.002386042000580346,12,12,0.18181818181818182,2,6.0,0.0013748330020462163,1.0040999768534675e-05,0.0002850839991879184,8.362500011571683e-05,,4.667377595524158e-13,1.2635619040802726e-10,,,,,1e-12
success,,BeH2_s-0.80_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/hgbs-5/BeH2_s-0.80_hgbs-5_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,hgbs-5,JW,2,2,4,-15.173700146256532,0.0,12,14,1.1666666666666667,jw_raw,4,10,0.1,1.0,1350,0.0,,,,,,,,0.0002850839991879184,0.00033616599830565974,,0.0,4.5661855888185227e-11,1.0,1.0,,,1e-12
success,,BeH2_s-0.80_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/hgbs-5/BeH2_s-0.80_hgbs-5_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,hgbs-5,JW,2,2,4,-15.173700146256532,0.0,12,14,1.1666666666666667,jw_coloring,4,10,0.1,1.0,1350,0.0002282919995195698,14,16,0.17582417582417584,2,7.0,0.0001377080006932374,8.183299723896198e-05,0.0002850839991879184,0.0003153750003548339,,0.0,4.566184296665273e-11,,,1.0,1.0,1e-12
success,,BeH2_s-0.80_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/hgbs-5/BeH2_s-0.80_hgbs-5_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,hgbs-5,JW,2,2,4,-15.173700146256532,0.0,12,14,1.1666666666666667,fermionic_coloring,4,10,0.1,1.0,1350,0.002386042000580346,12,12,0.18181818181818182,2,6.0,0.0013748330020462163,1.0040999768534675e-05,0.0002850839991879184,0.00030829100069240667,,1.4210854715202004e-14,7.768950626152037e-11,,,,,1e-12
success,,BeH2_s-0.80_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/hgbs-5/BeH2_s-0.80_hgbs-5_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,hgbs-5,JW,2,2,4,-15.173700146256532,0.0,12,14,1.1666666666666667,jw_raw,4,100,0.01,1.0,13500,0.0,,,,,,,,0.0002850839991879184,0.0003127090021735057,,1.1324274851176597e-14,7.311462751741213e-15,1.0,1.0,,,1e-12
success,,BeH2_s-0.80_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/hgbs-5/BeH2_s-0.80_hgbs-5_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,hgbs-5,JW,2,2,4,-15.173700146256532,0.0,12,14,1.1666666666666667,jw_coloring,4,100,0.01,1.0,13500,0.0002282919995195698,14,16,0.17582417582417584,2,7.0,0.0001377080006932374,8.183299723896198e-05,0.0002850839991879184,0.00031216700153890997,,0.0,6.072099448781576e-14,,,1.0,1.0,1e-12
success,,BeH2_s-0.80_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/hgbs-5/BeH2_s-0.80_hgbs-5_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,hgbs-5,JW,2,2,4,-15.173700146256532,0.0,12,14,1.1666666666666667,fermionic_coloring,4,100,0.01,1.0,13500,0.002386042000580346,12,12,0.18181818181818182,2,6.0,0.0013748330020462163,1.0040999768534675e-05,0.0002850839991879184,0.00031245799982571043,,1.6697754290362354e-13,8.386260573324901e-14,,,,,1e-12
success,,BeH2_s-0.80_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/hgbs-5/BeH2_s-0.80_hgbs-5_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,hgbs-5,JW,2,2,4,-15.173700146256532,0.0,12,14,1.1666666666666667,jw_raw,4,1000,0.001,1.0,135000,0.0,,,,,,,,0.0002850839991879184,0.0003199580023647286,,2.687849942617504e-12,1.3440020036610477e-12,1.0,1.0,,,1e-12
success,,BeH2_s-0.80_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/hgbs-5/BeH2_s-0.80_hgbs-5_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,hgbs-5,JW,2,2,4,-15.173700146256532,0.0,12,14,1.1666666666666667,jw_coloring,4,1000,0.001,1.0,135000,0.0002282919995195698,14,16,0.17582417582417584,2,7.0,0.0001377080006932374,8.183299723896198e-05,0.0002850839991879184,0.0003202499974577222,,1.1333156635373598e-12,5.666845944582715e-13,,0.42164394878149525,1.0,1.0,1e-12
success,,BeH2_s-0.80_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/hgbs-5/BeH2_s-0.80_hgbs-5_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,hgbs-5,JW,2,2,4,-15.173700146256532,0.0,12,14,1.1666666666666667,fermionic_coloring,4,1000,0.001,1.0,135000,0.002386042000580346,12,12,0.18181818181818182,2,6.0,0.0013748330020462163,1.0040999768534675e-05,0.0002850839991879184,0.00031741599741508253,,2.908562279912985e-12,1.4543970623223069e-12,,1.08211482858323,,2.5664184952978055,1e-12
success,,BeH2_s-0.80_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/sto-6g/BeH2_s-0.80_sto-6g_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,sto-6g,JW,2,2,4,-15.133783422024509,0.0,12,14,1.1666666666666667,jw_raw,1,10,0.1,1.0,140,0.0,,,,,,,,0.00011595799878705293,6.179100091685541e-05,,4.4489503592259894e-07,0.0006670948117065817,1.0,1.0,,,1e-12
success,,BeH2_s-0.80_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/sto-6g/BeH2_s-0.80_sto-6g_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,sto-6g,JW,2,2,4,-15.133783422024509,0.0,12,14,1.1666666666666667,jw_coloring,1,10,0.1,1.0,140,7.783399996696971e-05,14,16,0.17582417582417584,2,7.0,5.612499808194116e-05,1.4207998901838437e-05,0.00011595799878705293,4.900000203633681e-05,,4.448950288171716e-07,0.0006670948117065823,,0.9999999840289804,1.0,1.0,1e-12
success,,BeH2_s-0.80_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/sto-6g/BeH2_s-0.80_sto-6g_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,sto-6g,JW,2,2,4,-15.133783422024509,0.0,12,14,1.1666666666666667,fermionic_coloring,1,10,0.1,1.0,140,0.0023504999990109354,12,12,0.18181818181818182,2,6.0,0.0013784999973722734,8.667000656714663e-06,0.00011595799878705293,4.641600025934167e-05,,4.448778443411072e-07,0.0006670948117065891,,0.9999613581179748,,0.9999613740883776,1e-12
success,,BeH2_s-0.80_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/sto-6g/BeH2_s-0.80_sto-6g_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,sto-6g,JW,2,2,4,-15.133783422024509,0.0,12,14,1.1666666666666667,jw_raw,1,100,0.01,1.0,1400,0.0,,,,,,,,0.00011595799878705293,5.0708000344457105e-05,,4.448176493809797e-09,6.670383140524363e-05,1.0,1.0,,,1e-12
success,,BeH2_s-0.80_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/sto-6g/BeH2_s-0.80_sto-6g_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,sto-6g,JW,2,2,4,-15.133783422024509,0.0,12,14,1.1666666666666667,jw_coloring,1,100,0.01,1.0,1400,7.783399996696971e-05,14,16,0.17582417582417584,2,7.0,5.612499808194116e-05,1.4207998901838437e-05,0.00011595799878705293,5.037500159232877e-05,,4.448110324517529e-09,6.670383140525661e-05,,0.999985124400446,1.0,1.0,1e-12
success,,BeH2_s-0.80_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/sto-6g/BeH2_s-0.80_sto-6g_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,sto-6g,JW,2,2,4,-15.133783422024509,0.0,12,14,1.1666666666666667,fermionic_coloring,1,100,0.01,1.0,1400,0.0023504999990109354,12,12,0.18181818181818182,2,6.0,0.0013784999973722734,8.667000656714663e-06,0.00011595799878705293,5.0082999223377556e-05,,4.448182266969525e-09,6.67038314053068e-05,,1.000001297871102,,1.0000161737112498,1e-12
success,,BeH2_s-0.80_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/sto-6g/BeH2_s-0.80_sto-6g_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,sto-6g,JW,2,2,4,-15.133783422024509,0.0,12,14,1.1666666666666667,jw_raw,1,1000,0.001,1.0,14000,0.0,,,,,,,,0.00011595799878705293,5.854200207977556e-05,,4.445777079808977e-11,6.670377491593274e-06,1.0,1.0,,,1e-12
success,,BeH2_s-0.80_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/sto-6g/BeH2_s-0.80_sto-6g_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,sto-6g,JW,2,2,4,-15.133783422024509,0.0,12,14,1.1666666666666667,jw_coloring,1,1000,0.001,1.0,14000,7.783399996696971e-05,14,16,0.17582417582417584,2,7.0,5.612499808194116e-05,1.4207998901838437e-05,0.00011595799878705293,6.116700023994781e-05,,4.423528210395489e-11,6.670377491717178e-06,,0.994995504944561,1.0,1.0,1e-12
success,,BeH2_s-0.80_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/sto-6g/BeH2_s-0.80_sto-6g_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,sto-6g,JW,2,2,4,-15.133783422024509,0.0,12,14,1.1666666666666667,fermionic_coloring,1,1000,0.001,1.0,14000,0.0023504999990109354,12,12,0.18181818181818182,2,6.0,0.0013784999973722734,8.667000656714663e-06,0.00011595799878705293,6.358300015563145e-05,,4.490274818635953e-11,6.6703774918701945e-06,,1.010008990110878,,1.01508899798211,1e-12
success,,BeH2_s-0.80_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/sto-6g/BeH2_s-0.80_sto-6g_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,sto-6g,JW,2,2,4,-15.133783422024509,0.0,12,14,1.1666666666666667,jw_raw,2,10,0.1,1.0,270,0.0,,,,,,,,0.00011595799878705293,7.512500087614171e-05,,1.9012569296705806e-11,4.37592792889771e-06,1.0,1.0,,,1e-12
success,,BeH2_s-0.80_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/sto-6g/BeH2_s-0.80_sto-6g_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,sto-6g,JW,2,2,4,-15.133783422024509,0.0,12,14,1.1666666666666667,jw_coloring,2,10,0.1,1.0,270,7.783399996696971e-05,14,16,0.17582417582417584,2,7.0,5.612499808194116e-05,1.4207998901838437e-05,0.00011595799878705293,7.449999975506216e-05,,1.900790636000238e-11,4.375927928914196e-06,,0.9997547445255475,1.0,1.0,1e-12
success,,BeH2_s-0.80_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/sto-6g/BeH2_s-0.80_sto-6g_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,sto-6g,JW,2,2,4,-15.133783422024509,0.0,12,14,1.1666666666666667,fermionic_coloring,2,10,0.1,1.0,270,0.0023504999990109354,12,12,0.18181818181818182,2,6.0,0.0013784999973722734,8.667000656714663e-06,0.00011595799878705293,8.025000352063216e-05,,7.598432993916049e-11,8.718482266277321e-06,,3.9965313868613137,,3.997511798514088,1e-12
success,,BeH2_s-0.80_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/sto-6g/BeH2_s-0.80_sto-6g_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,sto-6g,JW,2,2,4,-15.133783422024509,0.0,12,14,1.1666666666666667,jw_raw,2,100,0.01,1.0,2700,0.0,,,,,,,,0.00011595799878705293,8.82500025909394e-05,,7.971401316808624e-14,4.3751540112277796e-08,1.0,1.0,,,1e-12
success,,BeH2_s-0.80_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/sto-6g/BeH2_s-0.80_sto-6g_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,sto-6g,JW,2,2,4,-15.133783422024509,0.0,12,14,1.1666666666666667,jw_coloring,2,100,0.01,1.0,2700,7.783399996696971e-05,14,16,0.17582417582417584,2,7.0,5.612499808194116e-05,1.4207998901838437e-05,0.00011595799878705293,7.533399912063032e-05,,7.971401316808624e-14,4.3751540471339086e-08,,,1.0,1.0,1e-12
success,,BeH2_s-0.80_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/sto-6g/BeH2_s-0.80_sto-6g_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,sto-6g,JW,2,2,4,-15.133783422024509,0.0,12,14,1.1666666666666667,fermionic_coloring,2,100,0.01,1.0,2700,0.0023504999990109354,12,12,0.18181818181818182,2,6.0,0.0013784999973722734,8.667000656714663e-06,0.00011595799878705293,7.81660019129049e-05,,1.0658141036401503e-14,8.717596691573613e-08,,,,,1e-12
success,,BeH2_s-0.80_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/sto-6g/BeH2_s-0.80_sto-6g_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,sto-6g,JW,2,2,4,-15.133783422024509,0.0,12,14,1.1666666666666667,jw_raw,2,1000,0.001,1.0,27000,0.0,,,,,,,,0.00011595799878705293,8.59159990795888e-05,,1.9939605522267811e-13,4.3751697841189816e-10,1.0,1.0,,,1e-12
success,,BeH2_s-0.80_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/sto-6g/BeH2_s-0.80_sto-6g_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,sto-6g,JW,2,2,4,-15.133783422024509,0.0,12,14,1.1666666666666667,jw_coloring,2,1000,0.001,1.0,27000,7.783399996696971e-05,14,16,0.17582417582417584,2,7.0,5.612499808194116e-05,1.4207998901838437e-05,0.00011595799878705293,8.483300189254805e-05,,1.9939605522267811e-13,4.3751697835023076e-10,,,1.0,1.0,1e-12
success,,BeH2_s-0.80_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/sto-6g/BeH2_s-0.80_sto-6g_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,sto-6g,JW,2,2,4,-15.133783422024509,0.0,12,14,1.1666666666666667,fermionic_coloring,2,1000,0.001,1.0,27000,0.0023504999990109354,12,12,0.18181818181818182,2,6.0,0.0013784999973722734,8.667000656714663e-06,0.00011595799878705293,8.65420006448403e-05,,0.0,8.717617058402712e-10,,,,,1e-12
success,,BeH2_s-0.80_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/sto-6g/BeH2_s-0.80_sto-6g_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,sto-6g,JW,2,2,4,-15.133783422024509,0.0,12,14,1.1666666666666667,jw_raw,4,10,0.1,1.0,1350,0.0,,,,,,,,0.00011595799878705293,0.00030620800316683017,,1.687538997430238e-14,1.6736064122759025e-10,1.0,1.0,,,1e-12
success,,BeH2_s-0.80_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/sto-6g/BeH2_s-0.80_sto-6g_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,sto-6g,JW,2,2,4,-15.133783422024509,0.0,12,14,1.1666666666666667,jw_coloring,4,10,0.1,1.0,1350,7.783399996696971e-05,14,16,0.17582417582417584,2,7.0,5.612499808194116e-05,1.4207998901838437e-05,0.00011595799878705293,0.00033466700188000686,,4.107825191113079e-14,1.6736062322986288e-10,,,1.0,1.0,1e-12
success,,BeH2_s-0.80_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/sto-6g/BeH2_s-0.80_sto-6g_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,sto-6g,JW,2,2,4,-15.133783422024509,0.0,12,14,1.1666666666666667,fermionic_coloring,4,10,0.1,1.0,1350,0.0023504999990109354,12,12,0.18181818181818182,2,6.0,0.0013784999973722734,8.667000656714663e-06,0.00011595799878705293,0.0003286659994046204,,0.0,2.8438589416447143e-10,,,,,1e-12
success,,BeH2_s-0.80_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-0.80/sto-6g/BeH2_s-0.80_sto-6g_as-002-002.tensors.npz,BeH2,3,s-0.80,0.8,sto-6g,JW,2,2,4,-15.133783422024509,0.0,12,14,1.1666666666666667,jw_raw,4,100,0.01,1.0,13500,0.0,,,,,,,,0.00011595799878705293,0.0003337499983899761,,0.0,1.0541254343106616e-13,1.0,1.0,,,1e-12
