status,error_message,case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,number_of_fermionic_terms,number_of_pauli_terms,graph_level,schedule,ordering_definition,graph_vertices,graph_edges,graph_density,number_of_colors,group_sizes,group_order,original_within_group_order_hash,sorted_within_group_order_hash,pauli_order_hash,trotter_steps,trotter_dt,evolution_time,nominal_exponential_count,bch2_hf_state_norm,leading_state_error_norm_estimate,exact_sector_dimension,exact_build_time_seconds,exact_evolution_time_seconds,schedule_build_time_seconds,bch_evaluation_time_seconds,trotter_runtime_seconds,state_overlap_abs,one_minus_overlap,state_infidelity,state_vector_2norm_error,phase_aligned_state_2norm_error,particle_number_leakage,spin_sector_leakage,coefficient_tolerance
success,,Li-Li_2.66_hgbs-5_as-006-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-010.tensors.npz,Li-Li,2.66,hgbs-5,6,10,16,656,1176,jw,magnitude_within_groups,"fixed deterministic JW color groups and group order; final JW Pauli terms sorted inside each group by decreasing absolute coefficient magnitude, with dense Pauli lexicographic tie-breaking",1176,230944,0.3342654508611955,26,"[48,36,56,56,48,48,64,64,56,56,28,24,24,24,108,36,32,32,56,72,72,32,32,32,32,8]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25]",75a3815591a51156,6741f66e470f0aec,bc8187b2cba25e5e,100,0.01,1.0,117600,0.028166869767875153,0.00014083434883937576,3136,2.1215921660041204,0.007294458002434112,1.0916002793237567e-05,0.002305457994225435,14.203382833002252,0.9999999935917331,6.408266917112826e-09,1.2816533834225652e-08,1.701985242962595,0.00011321013132324179,4.765965400110872e-10,4.765968730779946e-10,1e-12
success,,Li-Li_2.66_hgbs-5_as-006-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-010.tensors.npz,Li-Li,2.66,hgbs-5,6,10,16,656,1176,fermionic,magnitude_within_groups,"fixed deterministic fermionic color groups and group order; complete Hermitian fermionic terms sorted inside each group by decreasing coefficient magnitude, with component-key lexicographic tie-breaking; final JW Pauli order induced by first occurrence",656,86311,0.40174548501210205,41,"[16,14,12,11,11,13,12,11,12,10,12,8,10,14,16,10,10,14,18,8,24,19,14,12,17,16,35,45,23,37,15,29,12,13,47,6,9,10,16,6,9]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40]",f9da11ac053e7ff9,35423e4910a47bec,b76af886db5012bb,100,0.01,1.0,117600,0.016697592565569096,8.348796282784548e-05,3136,2.1215921660041204,0.007294458002434112,1.3583005056716502e-05,0.002330041999812238,14.026581707992591,0.9999999986709579,1.3290420985967444e-09,2.6580841971934888e-09,1.701986297464675,5.155661157595104e-05,5.697664562376303e-13,5.697664562376303e-13,1e-12
success,,Li-Li_2.66_hgbs-5_as-006-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-012.tensors.npz,Li-Li,2.66,hgbs-5,6,12,18,1027,1883,jw,magnitude_within_groups,"fixed deterministic JW color groups and group order; final JW Pauli terms sorted inside each group by decreasing absolute coefficient magnitude, with dense Pauli lexicographic tie-breaking",1883,554688,0.313046481664064,48,"[51,38,34,36,31,27,132,48,54,50,48,42,80,72,60,62,62,62,58,48,30,32,50,22,32,32,32,32,28,38,24,16,25,16,16,16,42,37,52,36,24,34,26,26,18,16,20,16]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47]",54f4b625e44e4f3e,455e84880a350a33,01214637dca0a0a8,100,0.01,1.0,188300,0.24566544804444637,0.0012283272402222318,7056,6.7194246250001015,0.022140166998724453,1.925000105984509e-05,0.005266459003905766,33.70243295800174,0.9999995260335527,4.7396644731190207e-07,9.479326700256863e-07,1.768123262739329,0.0009736184543360937,5.101433719900683e-10,5.101434830123708e-10,1e-12
success,,Li-Li_2.66_hgbs-5_as-006-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-012.tensors.npz,Li-Li,2.66,hgbs-5,6,12,18,1027,1883,fermionic,magnitude_within_groups,"fixed deterministic fermionic color groups and group order; complete Hermitian fermionic terms sorted inside each group by decreasing coefficient magnitude, with component-key lexicographic tie-breaking; final JW Pauli order induced by first occurrence",1027,198648,0.3770477801124037,68,"[19,17,18,14,13,14,14,15,13,13,14,15,17,11,10,13,12,12,13,12,11,18,11,17,15,18,27,14,26,15,23,18,16,12,22,16,10,21,12,34,16,13,26,9,32,16,10,21,10,50,20,20,10,8,13,10,13,11,16,19,4,6,13,11,9,3,2,1]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67]",1dad776022f3d30d,892de3ce6250f0a1,2c326240595aace2,100,0.01,1.0,188300,0.030612139123833808,0.00015306069561916904,7056,6.7194246250001015,0.022140166998724453,2.3957996745593846e-05,0.005957041008514352,33.63044033400365,0.9999999929722596,7.027740389631276e-09,1.4055480779262552e-08,1.7681241402349386,0.00011855581292902744,8.72635297355373e-13,8.725242750529105e-13,1e-12
success,,Li-Li_2.66_hgbs-5_as-006-014,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-014.tensors.npz,Li-Li,2.66,hgbs-5,6,14,20,1580,2950,jw,magnitude_within_groups,"fixed deterministic JW color groups and group order; final JW Pauli terms sorted inside each group by decreasing absolute coefficient magnitude, with dense Pauli lexicographic tie-breaking",2950,1272112,0.2924546671954297,67,"[58,42,46,44,32,172,37,156,42,37,156,34,26,16,34,34,48,48,40,40,64,64,56,56,64,64,52,52,52,48,40,40,30,26,24,108,24,88,24,24,104,68,56,62,36,30,20,32,28,28,32,20,20,24,16,20,20,20,24,28,28,20,8,16,16,16,16]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66]",aade07fe7a8e060e,059dd12302771ab4,c688f82e604bf950,100,0.01,1.0,295000,0.14734388579048796,0.0007367194289524398,14400,19.404833082997357,0.06178995899972506,2.920899714808911e-05,0.014704290995723568,106.52020195800287,0.9999998606210893,1.39378910746224e-07,2.7875780206354506e-07,1.8338901989206906,0.0005279752091646425,3.233380230227567e-11,3.2334024346880597e-11,1e-12
success,,Li-Li_2.66_hgbs-5_as-006-014,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Li-Li/2.66/hgbs-5/Li-Li_2.66_hgbs-5_as-006-014.tensors.npz,Li-Li,2.66,hgbs-5,6,14,20,1580,2950,fermionic,magnitude_within_groups,"fixed deterministic fermionic color groups and group order; complete Hermitian fermionic terms sorted inside each group by decreasing coefficient magnitude, with component-key lexicographic tie-breaking; final JW Pauli order induced by first occurrence",1580,457707,0.366925870403476,98,"[18,16,18,22,22,17,18,15,15,16,14,18,17,12,13,22,19,12,18,12,10,15,12,17,19,11,15,15,16,17,16,16,15,10,13,15,10,20,12,13,10,10,14,10,23,22,14,11,14,20,63,22,16,27,16,24,14,14,15,50,22,39,50,10,8,10,16,12,12,33,10,10,11,12,12,16,15,52,12,8,8,25,13,7,21,9,6,6,14,11,12,6,9,11,7,7,6,2]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97]",024494a373a208c8,dab2a37fca391eba,9711d55061db572c,100,0.01,1.0,295000,0.10478461640437903,0.0005239230820218952,14400,19.404833082997357,0.06178995899972506,5.7541998103260994e-05,0.015327250002883375,107.2442189160065,0.9999999180980764,8.19019235764884e-08,1.6380384049163865e-07,1.8338907625476133,0.0004047268797015795,1.9395596240201485e-13,1.9417800700693988e-13,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-002.tensors.npz,Be-Be,2.04,hgbs-5,8,2,10,153,251,jw,magnitude_within_groups,"fixed deterministic JW color groups and group order; final JW Pauli terms sorted inside each group by decreasing absolute coefficient magnitude, with dense Pauli lexicographic tie-breaking",251,12560,0.4003187250996016,14,"[31,20,20,16,26,21,19,26,10,10,12,12,24,4]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13]",716d31f899e02d86,68bb0a9a1c34c1cd,74df9317e902833c,100,0.01,1.0,25100,0.0419330835156984,0.000209665417578492,25,0.022984583003562875,0.0005010000022593886,2.707995008677244e-06,0.00012954199337400496,0.053696124989073724,0.9999999947797626,5.220237353498192e-09,1.0440474706996383e-08,1.5996821770173464,0.0001021786411487077,1.8818280267396403e-13,1.8807178037150152e-13,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-002.tensors.npz,Be-Be,2.04,hgbs-5,8,2,10,153,251,fermionic,magnitude_within_groups,"fixed deterministic fermionic color groups and group order; complete Hermitian fermionic terms sorted inside each group by decreasing coefficient magnitude, with component-key lexicographic tie-breaking; final JW Pauli order induced by first occurrence",153,5770,0.4962160302717578,20,"[9,7,7,8,4,4,4,4,6,15,7,7,15,7,7,5,5,12,12,8]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19]",03178c9f65efa351,68d70e9bbba64fa4,3ca654fd2d7dce6a,100,0.01,1.0,25100,0.04401096531665317,0.00022005482658326583,25,0.022984583003562875,0.0005010000022593886,3.2090028980746865e-06,0.00021933400421403348,0.05333541700383648,0.99999999478389,5.216109988381845e-09,1.043221997676369e-08,1.5996822008088898,0.000102138239542121,1.8351986597053838e-13,1.8351986597053838e-13,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-004,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-004.tensors.npz,Be-Be,2.04,hgbs-5,8,4,12,202,326,jw,magnitude_within_groups,"fixed deterministic JW color groups and group order; final JW Pauli terms sorted inside each group by decreasing absolute coefficient magnitude, with dense Pauli lexicographic tie-breaking",326,19392,0.36605946201038225,16,"[38,24,20,16,26,16,24,18,22,20,14,8,16,12,16,36]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",30a425675a6015a3,d9424e01db4fb927,9494078832eaf6ad,100,0.01,1.0,32600,0.08557518525952182,0.00042787592629760907,225,0.11276345800433774,0.0007630409963894635,3.500012098811567e-06,0.00018329200975131243,0.25305379199562594,0.999999948610993,5.138900704970695e-08,1.0277801143487864e-07,1.9008724167736686,0.00032059010293428256,2.6190161150907443e-13,2.6190161150907443e-13,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-004,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-004.tensors.npz,Be-Be,2.04,hgbs-5,8,4,12,202,326,fermionic,magnitude_within_groups,"fixed deterministic fermionic color groups and group order; complete Hermitian fermionic terms sorted inside each group by decreasing coefficient magnitude, with component-key lexicographic tie-breaking; final JW Pauli order induced by first occurrence",202,8860,0.43643170287177974,21,"[10,15,7,8,4,4,4,4,6,16,8,10,10,10,10,10,4,27,27,4,4]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20]",289da7761885a93f,f8a9166f15d6fade,027c152ad3589212,100,0.01,1.0,32600,0.05982713775004542,0.00029913568875022706,225,0.11276345800433774,0.0007630409963894635,5.0000089686363935e-06,0.00023808299738448113,0.2536598330043489,0.9999999924062762,7.593723760912496e-09,1.518744741080269e-08,1.9008755878031767,0.0001232373625238101,2.3447910280083306e-13,2.3447910280083306e-13,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-006,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-006.tensors.npz,Be-Be,2.04,hgbs-5,8,6,14,385,665,jw,magnitude_within_groups,"fixed deterministic JW color groups and group order; final JW Pauli terms sorted inside each group by decreasing absolute coefficient magnitude, with dense Pauli lexicographic tie-breaking",665,78408,0.35514086420871455,33,"[41,30,30,16,31,23,17,12,25,24,14,10,44,18,22,19,14,53,15,48,18,11,44,18,12,8,8,8,8,8,8,4,4]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]",96280e3fa1d7a52d,4f29cad6c14b4113,4fb3b7373d5594a6,100,0.01,1.0,66500,0.36902188441395395,0.0018451094220697697,1225,0.8586422499938635,0.0027007500029867515,6.791990017518401e-06,0.0007320839940803126,2.212399500000174,0.9999984940586536,1.505941346402473e-06,3.0118804249523734e-06,1.9998847162977573,0.0017354776555187756,0.0,0.0,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-006,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-006.tensors.npz,Be-Be,2.04,hgbs-5,8,6,14,385,665,fermionic,magnitude_within_groups,"fixed deterministic fermionic color groups and group order; complete Hermitian fermionic terms sorted inside each group by decreasing coefficient magnitude, with component-key lexicographic tie-breaking; final JW Pauli order induced by first occurrence",385,35164,0.4757034632034632,45,"[13,14,14,14,4,4,10,10,4,4,13,6,10,10,10,11,4,23,23,5,8,12,14,7,8,7,7,6,4,4,4,20,18,22,8,5,5,4,4,2,2,2,2,2,2]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44]",ca6ef1566cfd5a37,d535c497526fbb8c,6e98199f39d1ec4a,100,0.01,1.0,66500,0.16679202097486284,0.0008339601048743142,1225,0.8586422499938635,0.0027007500029867515,7.95800588093698e-06,0.0007327920029638335,2.2110958749981364,0.9999997540437789,2.459562210566091e-07,4.919123816060633e-07,1.9998843940260658,0.0007013646997912128,0.0,0.0,1e-12
success,,Be-Be_2.04_hgbs-5_as-008-008,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-008.tensors.npz,Be-Be,2.04,hgbs-5,8,8,16,678,1220,jw,magnitude_within_groups,"fixed deterministic JW color groups and group order; final JW Pauli terms sorted inside each group by decreasing absolute coefficient magnitude, with dense Pauli lexicographic tie-breaking",1220,253600,0.3410481582592558,49,"[76,40,36,36,40,30,36,30,20,56,34,24,34,24,26,24,28,14,14,88,19,88,20,19,88,20,16,16,16,20,20,22,14,8,12,12,12,8,8,8,8,8,8,8,8,8,8,4,4]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48]",661ab140eeaeb8bb,b78c8ff6336b20e7,d84078528e0e68d6,100,0.01,1.0,122000,0.11453810923047344,0.0005726905461523672,4900,4.909094082991942,0.016456708006444387,1.2042000889778137e-05,0.0025354170065838844,14.756079875005526,0.9999999498440669,5.015593307344801e-08,1.0031186359338307e-07,1.9997538081729143,0.0003167204858339543,3.949063298591682e-13,3.9468428525424315e-13,1e-12
