status,error_message,case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,number_of_fermionic_terms,number_of_pauli_terms,graph_level,schedule,ordering_definition,graph_vertices,graph_edges,graph_density,number_of_colors,group_sizes,group_order,original_within_group_order_hash,sorted_within_group_order_hash,pauli_order_hash,trotter_steps,trotter_dt,evolution_time,nominal_exponential_count,bch2_hf_state_norm,leading_state_error_norm_estimate,exact_sector_dimension,exact_build_time_seconds,exact_evolution_time_seconds,schedule_build_time_seconds,bch_evaluation_time_seconds,trotter_runtime_seconds,state_overlap_abs,one_minus_overlap,state_infidelity,state_vector_2norm_error,phase_aligned_state_2norm_error,particle_number_leakage,spin_sector_leakage,coefficient_tolerance
success,,B-B_1.70_hgbs-5_as-002-004,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/B-B/1.70/hgbs-5/B-B_1.70_hgbs-5_as-002-004.tensors.npz,B-B,1.70,hgbs-5,2,4,6,27,33,fermionic,magnitude_within_groups,"fixed deterministic fermionic color groups and group order; complete Hermitian fermionic terms sorted inside each group by decreasing coefficient magnitude, with component-key lexicographic tie-breaking; final JW Pauli order induced by first occurrence",27,90,0.2564102564102564,4,"[7,7,7,6]","[0,1,2,3]",9b365a86a347631e,a58c2140082e6262,cccc27ea14555e5d,100,0.01,1.0,3300,0.005750517965416543,2.8752589827082716e-05,9,0.002124666003510356,0.0003106250078417361,6.67001586407423e-07,1.3040989870205522e-05,0.0011593329982133582,0.9999999995868015,4.131984754351947e-10,8.263969508703894e-10,0.7811534195278352,2.8747120740526163e-05,0.0,0.0,1e-12
success,,B-B_1.70_hgbs-5_as-004-004,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/B-B/1.70/hgbs-5/B-B_1.70_hgbs-5_as-004-004.tensors.npz,B-B,1.70,hgbs-5,4,4,8,48,60,jw,magnitude_within_groups,"fixed deterministic JW color groups and group order; final JW Pauli terms sorted inside each group by decreasing absolute coefficient magnitude, with dense Pauli lexicographic tie-breaking",60,576,0.3254237288135593,4,"[20,16,16,8]","[0,1,2,3]",782177ff3659e316,d3228b1f29438e66,e1bc4810b1add87f,100,0.01,1.0,6000,0.22266440919677324,0.0011133220459838662,36,0.0062240419938461855,0.00024195799778681248,8.329952834174037e-07,2.0166000467725098e-05,0.004121374993701465,0.9999993902442991,6.09755700931025e-07,1.2195110300483591e-06,1.9865682664579416,0.001104314901584711,5.88418203051333e-15,5.88418203051333e-15,1e-12
success,,B-B_1.70_hgbs-5_as-004-004,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/B-B/1.70/hgbs-5/B-B_1.70_hgbs-5_as-004-004.tensors.npz,B-B,1.70,hgbs-5,4,4,8,48,60,fermionic,magnitude_within_groups,"fixed deterministic fermionic color groups and group order; complete Hermitian fermionic terms sorted inside each group by decreasing coefficient magnitude, with component-key lexicographic tie-breaking; final JW Pauli order induced by first occurrence",48,288,0.2553191489361702,4,"[8,8,8,24]","[0,1,2,3]",19e798a513a35ea2,733861efde98a657,fe5c39056a44b9a3,100,0.01,1.0,6000,0.07428221616434631,0.00037141108082173156,36,0.0062240419938461855,0.00024195799778681248,9.159994078800082e-07,2.750000567175448e-05,0.004133458001888357,0.9999999320673343,6.79326657149204e-08,1.358653267669041e-07,1.9865606859253413,0.0003685991473536541,0.0,0.0,1e-12
success,,B-B_1.70_hgbs-5_as-004-006,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/B-B/1.70/hgbs-5/B-B_1.70_hgbs-5_as-004-006.tensors.npz,B-B,1.70,hgbs-5,4,6,10,105,155,jw,magnitude_within_groups,"fixed deterministic JW color groups and group order; final JW Pauli terms sorted inside each group by decreasing absolute coefficient magnitude, with dense Pauli lexicographic tie-breaking",155,4384,0.3673229995810641,11,"[23,16,18,10,8,11,7,4,18,24,16]","[0,1,2,3,4,5,6,7,8,9,10]",efac52e346181d4c,613324d9bb5df70c,41a7dc76f63110d0,100,0.01,1.0,15500,0.1629321641413152,0.000814660820706576,100,0.021606167007121257,0.0002807499986374751,1.7080019460991025e-06,0.00011345799430273473,0.034273375000339,0.9999996734460476,3.265539524344163e-07,6.531077981764e-07,1.9813646497864412,0.0008081509171366649,2.240430063693566e-13,2.2393198406689407e-13,1e-12
success,,B-B_1.70_hgbs-5_as-004-006,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/B-B/1.70/hgbs-5/B-B_1.70_hgbs-5_as-004-006.tensors.npz,B-B,1.70,hgbs-5,4,6,10,105,155,fermionic,magnitude_within_groups,"fixed deterministic fermionic color groups and group order; complete Hermitian fermionic terms sorted inside each group by decreasing coefficient magnitude, with component-key lexicographic tie-breaking; final JW Pauli order induced by first occurrence",105,2065,0.3782051282051282,12,"[11,8,11,4,4,17,9,3,8,17,11,2]","[0,1,2,3,4,5,6,7,8,9,10,11]",b74fbaf288d87609,b5c435f84790f33b,40b4bef6d50da0b1,100,0.01,1.0,15500,0.04521230043874664,0.0002260615021937332,100,0.021606167007121257,0.0002807499986374751,2.291999408043921e-06,5.800000508315861e-05,0.034221291993162595,0.9999999747950009,2.5204999087868885e-08,5.0409997509603954e-08,1.981357389146384,0.000224521709809403,2.0305979120394113e-13,2.0317081350640365e-13,1e-12
success,,B-B_1.70_hgbs-5_as-004-008,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/B-B/1.70/hgbs-5/B-B_1.70_hgbs-5_as-004-008.tensors.npz,B-B,1.70,hgbs-5,4,8,12,202,326,jw,magnitude_within_groups,"fixed deterministic JW color groups and group order; final JW Pauli terms sorted inside each group by decreasing absolute coefficient magnitude, with dense Pauli lexicographic tie-breaking",326,19392,0.36605946201038225,18,"[38,24,20,16,26,16,24,18,15,10,12,28,18,9,20,18,10,4]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17]",1da781a8ee1ed233,efb7c73fe4a60b54,3ad3b3c3d1fccf65,100,0.01,1.0,32600,0.06484066329076683,0.0003242033164538342,225,0.06083662499440834,0.0003522079932736233,3.3340038498863578e-06,0.00021429099433589727,0.27173799999582116,0.9999999481331564,5.186684359781424e-08,1.0373368453109322e-07,1.9636956127183247,0.0003220771447893012,1.9029222642075183e-13,1.9029222642075183e-13,1e-12
success,,B-B_1.70_hgbs-5_as-004-008,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/B-B/1.70/hgbs-5/B-B_1.70_hgbs-5_as-004-008.tensors.npz,B-B,1.70,hgbs-5,4,8,12,202,326,fermionic,magnitude_within_groups,"fixed deterministic fermionic color groups and group order; complete Hermitian fermionic terms sorted inside each group by decreasing coefficient magnitude, with component-key lexicographic tie-breaking; final JW Pauli order induced by first occurrence",202,8863,0.43657947884340675,23,"[10,15,7,8,4,4,4,4,6,16,8,10,10,12,5,18,6,7,10,25,6,4,3]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]",e8b15d3891c446b9,a01942822b1e937e,8efd02a07334fddf,100,0.01,1.0,32600,0.09089769251908207,0.00045448846259541034,225,0.06083662499440834,0.0003522079932736233,4.708010237663984e-06,0.00022737499966751784,0.264904709008988,0.9999998983190923,1.0168090769369087e-07,2.033618050623076e-07,1.9636824764494665,0.0004509565559866956,1.780797731498751e-13,1.780797731498751e-13,1e-12
success,,B-B_1.70_hgbs-5_as-006-008,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/B-B/1.70/hgbs-5/B-B_1.70_hgbs-5_as-006-008.tensors.npz,B-B,1.70,hgbs-5,6,8,14,339,573,jw,magnitude_within_groups,"fixed deterministic JW color groups and group order; final JW Pauli terms sorted inside each group by decreasing absolute coefficient magnitude, with dense Pauli lexicographic tie-breaking",573,56904,0.34723391791454616,22,"[21,36,29,36,29,27,20,27,20,36,29,27,20,24,32,24,32,24,32,16,16,16]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21]",97fc8d7bdcb6f8d1,008def70874a026f,10d6d066d34f0620,100,0.01,1.0,57300,0.09174133787229996,0.0004587066893614998,1225,0.5582845409953734,0.0011276250006631017,5.583002348430455e-06,0.0005982090078759938,1.8311115839896956,0.9999998957887866,1.0421121343640039e-07,2.0842241599261513e-07,0.35637889437943365,0.0004565330512381341,1.1509682096288998e-12,1.1510792319313623e-12,1e-12
success,,B-B_1.70_hgbs-5_as-006-008,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/B-B/1.70/hgbs-5/B-B_1.70_hgbs-5_as-006-008.tensors.npz,B-B,1.70,hgbs-5,6,8,14,339,573,fermionic,magnitude_within_groups,"fixed deterministic fermionic color groups and group order; complete Hermitian fermionic terms sorted inside each group by decreasing coefficient magnitude, with component-key lexicographic tie-breaking; final JW Pauli order induced by first occurrence",339,25447,0.44417098671693633,31,"[15,13,12,11,11,11,13,11,7,8,10,9,8,10,10,8,9,8,10,19,9,11,4,11,10,9,28,12,13,9,10]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]",6a807da581b98204,7ba8e3289de33bc6,e57b6ea5cd39b34e,100,0.01,1.0,57300,0.10690242643554194,0.0005345121321777098,1225,0.5582845409953734,0.0011276250006631017,1.0083007509820163e-05,0.0006518330046674237,1.8445072500035167,0.9999998611091533,1.3889084671259155e-07,2.777816741073025e-07,0.35636012899126013,0.0005270499913909336,6.010747455320598e-13,6.009637232295972e-13,1e-12
success,,B-B_1.70_hgbs-5_as-006-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/B-B/1.70/hgbs-5/B-B_1.70_hgbs-5_as-006-010.tensors.npz,B-B,1.70,hgbs-5,6,10,16,516,896,jw,magnitude_within_groups,"fixed deterministic JW color groups and group order; final JW Pauli terms sorted inside each group by decreasing absolute coefficient magnitude, with dense Pauli lexicographic tie-breaking",896,128224,0.3197924980047885,26,"[32,48,40,48,40,48,40,40,32,40,32,40,32,32,32,32,32,32,32,32,32,32,32,32,16,16]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25]",e769b2d558599a43,99215ba4ef8de22a,de06b20b2a9384d8,100,0.01,1.0,89600,0.10559158831644289,0.0005279579415822144,3136,1.7601389170013135,0.0033649169927230105,9.000010322779417e-06,0.0013910419947933406,10.739476417002152,0.9999998623543833,1.376456166823914e-07,2.7529121437996906e-07,0.2668449714039211,0.0005246820307241166,7.825962100582728e-13,7.823741654533478e-13,1e-12
success,,B-B_1.70_hgbs-5_as-006-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/B-B/1.70/hgbs-5/B-B_1.70_hgbs-5_as-006-010.tensors.npz,B-B,1.70,hgbs-5,6,10,16,516,896,fermionic,magnitude_within_groups,"fixed deterministic fermionic color groups and group order; complete Hermitian fermionic terms sorted inside each group by decreasing coefficient magnitude, with component-key lexicographic tie-breaking; final JW Pauli order induced by first occurrence",516,56083,0.42208926017912246,40,"[16,19,14,14,12,19,12,12,10,12,12,9,10,20,8,14,8,10,10,11,12,10,14,10,15,11,14,7,9,13,8,14,23,19,39,21,9,9,6,1]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]",e5439f05cde06379,4c72d19ee92e2bb8,d80cd282d108f471,100,0.01,1.0,89600,0.06995037259402807,0.00034975186297014037,3136,1.7601389170013135,0.0033649169927230105,1.2916993000544608e-05,0.0012418749975040555,10.704931290994864,0.999999940590816,5.940918401670103e-08,1.1881836448068839e-07,0.2668243887311919,0.0003447004032974172,5.240252676230739e-14,5.229150445984487e-14,1e-12
success,,B-B_1.70_hgbs-5_as-008-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/B-B/1.70/hgbs-5/B-B_1.70_hgbs-5_as-008-010.tensors.npz,B-B,1.70,hgbs-5,8,10,18,831,1491,jw,magnitude_within_groups,"fixed deterministic JW color groups and group order; final JW Pauli terms sorted inside each group by decreasing absolute coefficient magnitude, with dense Pauli lexicographic tie-breaking",1491,336576,0.30300460481006847,47,"[35,17,17,46,34,42,34,32,34,38,30,32,34,36,29,33,34,25,32,24,33,24,28,32,34,26,21,21,16,16,22,34,26,26,21,46,37,89,32,61,58,22,50,46,12,16,4]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46]",02d79d2fe63ca033,8e34deab5d4b7088,97f92d230522c7a1,100,0.01,1.0,149100,0.32567822914704625,0.0016283911457352313,15876,17.108471583997016,0.06337133400666062,1.4292003470472991e-05,0.0033135419944301248,26.324293167010183,0.9999990587961527,9.412038473044504e-07,1.8824068087619494e-06,1.5545656447036194,0.0013720086350343793,1.1110001807423942e-12,1.1110001807423942e-12,1e-12
success,,B-B_1.70_hgbs-5_as-008-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/B-B/1.70/hgbs-5/B-B_1.70_hgbs-5_as-008-010.tensors.npz,B-B,1.70,hgbs-5,8,10,18,831,1491,fermionic,magnitude_within_groups,"fixed deterministic fermionic color groups and group order; complete Hermitian fermionic terms sorted inside each group by decreasing coefficient magnitude, with component-key lexicographic tie-breaking; final JW Pauli order induced by first occurrence",831,139640,0.4049120670407261,62,"[17,19,18,15,12,12,15,15,11,11,18,13,13,10,13,14,10,15,16,8,13,15,11,12,10,16,12,10,10,11,12,10,13,12,15,13,11,17,18,10,11,22,12,20,17,8,11,10,11,15,23,17,29,31,16,11,11,11,6,7,4,2]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61]",cc63d8af8ef53c82,d1359222130cb6cc,15fc8c283764b970,100,0.01,1.0,149100,0.18375051202746578,0.0009187525601373289,15876,17.108471583997016,0.06337133400666062,2.025000867433846e-05,0.0035490000009303913,26.311831333994633,0.9999998643370149,1.356629850679525e-07,2.7132595170620277e-07,1.5546524930957575,0.0005208895949583798,4.0034642267983145e-13,4.0034642267983145e-13,1e-12
success,,B-B_1.70_hgbs-5_as-010-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/B-B/1.70/hgbs-5/B-B_1.70_hgbs-5_as-010-010.tensors.npz,B-B,1.70,hgbs-5,10,10,20,1256,2302,jw,magnitude_within_groups,"fixed deterministic JW color groups and group order; final JW Pauli terms sorted inside each group by decreasing absolute coefficient magnitude, with dense Pauli lexicographic tie-breaking",2302,758272,0.28630773233108714,68,"[94,76,76,72,84,48,24,42,56,42,42,42,20,24,24,24,24,28,46,18,120,20,120,64,20,96,64,16,40,32,36,32,20,16,16,26,24,26,24,16,18,16,16,16,30,20,25,26,14,23,23,16,26,31,28,12,16,18,22,30,16,20,34,28,18,18,6,2]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67]",ea96cc3cabfad37d,9e5950bcd2b87580,41b38971aa869d76,100,0.01,1.0,230200,0.32508126598937315,0.0016254063299468656,63504,113.81228124999325,0.563342958004796,2.7125002816319466e-05,0.008217541995691136,80.18886854199809,0.999999421425462,5.785745379460749e-07,1.157148741159908e-06,0.12088545667956506,0.0010757086389409309,1.93212112975516e-12,1.93212112975516e-12,1e-12
success,,B-B_1.70_hgbs-5_as-010-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/B-B/1.70/hgbs-5/B-B_1.70_hgbs-5_as-010-010.tensors.npz,B-B,1.70,hgbs-5,10,10,20,1256,2302,fermionic,magnitude_within_groups,"fixed deterministic fermionic color groups and group order; complete Hermitian fermionic terms sorted inside each group by decreasing coefficient magnitude, with component-key lexicographic tie-breaking; final JW Pauli order induced by first occurrence",1256,311326,0.3950135762681757,83,"[16,14,21,21,19,17,13,17,17,14,20,17,22,19,11,14,12,15,14,19,11,12,10,14,11,14,9,12,13,13,18,13,27,18,11,18,10,16,14,17,10,11,15,10,13,14,12,12,15,12,13,12,11,14,14,8,16,16,12,17,19,9,11,20,20,66,12,10,8,46,39,26,21,16,8,11,14,11,5,6,5,2,1]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82]",78d6ccbf0b27f438,59d814703dfc61ac,6e9b0aaf08a5e6b1,100,0.01,1.0,230200,0.3250444061052908,0.001625222030526454,63504,113.81228124999325,0.563342958004796,4.8457994125783443e-05,0.008236541994847357,80.42644799999835,0.9999994805068935,5.194931065322095e-07,1.0389859431692017e-06,0.12085163497190207,0.0010193067315898679,1.1497469643018121e-12,1.1497469643018121e-12,1e-12
