status,error_message,case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,identity_coefficient_real,identity_coefficient_imag,number_of_fermionic_terms,number_of_pauli_terms,ordering,formula_order,trotter_steps,trotter_dt,evolution_time,nominal_exponential_count,ordering_build_time_seconds,graph_vertices,graph_edges,number_of_colors,graph_time_seconds,coloring_time_seconds,exact_evolution_time_seconds,trotter_runtime_seconds,operator_norm_error,state_infidelity,state_vector_2norm_error,operator_error_ratio_to_jw_raw,state_infidelity_ratio_to_jw_raw,coefficient_tolerance,factorization_level,ordering_method,mapping,number_of_factors,factor_exponential_type,factor_reconstruction_error,graph_level,schema_version,operator_error_ratio_to_jw_coloring,state_infidelity_ratio_to_jw_coloring,operator_error_ratio_to_fermionic_coloring,state_infidelity_ratio_to_fermionic_coloring
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,jw_coloring,1,80,0.0125,1.0,6160,0.002529750003304798,77,1272,9,0.0019555409999156836,0.00015987499864422716,0.0013533749988710042,0.00737450000087847,,4.535703949093417e-07,0.0006734913551839356,,0.23122725511399908,1e-12,pauli_string,greedy_coloring,jordan_wigner,77,analytic_pauli,1.3322676295501878e-15,pauli_string,2,1.0,1.0,,
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,fermionic_coloring,1,80,0.0125,1.0,6160,0.036893667002004804,45,490,10,0.031188624998321757,5.6000000768108293e-05,0.0013533749988710042,0.007403999999951338,,2.3478010757749246e-07,0.00048461522024085727,,0.11968938105266733,1e-12,pauli_string,fermionic_induced_greedy_coloring,jordan_wigner,77,analytic_pauli,4.458172094906219e-16,fermionic_term,2,,0.5176266136691298,1.0,1.0
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,jw_raw,1,160,0.00625,1.0,12320,0.0,,,,,,0.0013533749988710042,0.007440875000611413,,4.903445812720619e-07,0.0007003852675041213,1.0,1.0,1e-12,pauli_string,raw,jordan_wigner,77,analytic_pauli,0.0,,2,,,,
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,jw_coloring,1,160,0.00625,1.0,12320,0.002529750003304798,77,1272,9,0.0019555409999156836,0.00015987499864422716,0.0013533749988710042,0.007734792001429014,,1.1339338523708165e-07,0.00033674652772645164,,0.2312524489266593,1e-12,pauli_string,greedy_coloring,jordan_wigner,77,analytic_pauli,1.3322676295501878e-15,pauli_string,2,1.0,1.0,,
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,fermionic_coloring,1,160,0.00625,1.0,12320,0.036893667002004804,45,490,10,0.031188624998321757,5.6000000768108293e-05,0.0013533749988710042,0.007750167002086528,,5.8698101712550965e-08,0.00024231356050892798,,0.11970786250003039,1e-12,pauli_string,fermionic_induced_greedy_coloring,jordan_wigner,77,analytic_pauli,4.458172094906219e-16,fermionic_term,2,,0.51765013973104,1.0,1.0
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,jw_raw,1,320,0.003125,1.0,24640,0.0,,,,,,0.0013533749988710042,0.007337125000049127,,1.225798937909417e-07,0.0003501858345695039,1.0,1.0,1e-12,pauli_string,raw,jordan_wigner,77,analytic_pauli,0.0,,2,,,,
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,jw_coloring,1,320,0.003125,1.0,24640,0.002529750003304798,77,1272,9,0.0019555409999156836,0.00015987499864422716,0.0013533749988710042,0.007377832997008227,,2.8349109060243904e-08,0.00016837334069341059,,0.23127046519221917,1e-12,pauli_string,greedy_coloring,jordan_wigner,77,analytic_pauli,1.3322676295501878e-15,pauli_string,2,1.0,1.0,,
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,fermionic_coloring,1,320,0.003125,1.0,24640,0.036893667002004804,45,490,10,0.031188624998321757,5.6000000768108293e-05,0.0013533749988710042,0.007585499999549938,,1.4675691994980866e-08,0.00012115824578396495,,0.11972348434246528,1e-12,pauli_string,fermionic_induced_greedy_coloring,jordan_wigner,77,analytic_pauli,4.458172094906219e-16,fermionic_term,2,,0.5176773620572682,1.0,1.0
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,jw_raw,1,640,0.0015625,1.0,49280,0.0,,,,,,0.0013533749988710042,0.007777416998578701,,3.06436152008871e-08,0.00017509116441546225,1.0,1.0,1e-12,pauli_string,raw,jordan_wigner,77,analytic_pauli,0.0,,2,,,,
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,jw_coloring,1,640,0.0015625,1.0,49280,0.002529750003304798,77,1272,9,0.0019555409999156836,0.00015987499864422716,0.0013533749988710042,0.007566416999907233,,7.086818687440655e-09,8.418667259048145e-05,,0.23126575115182557,1e-12,pauli_string,greedy_coloring,jordan_wigner,77,analytic_pauli,1.3322676295501878e-15,pauli_string,2,1.0,1.0,,
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,fermionic_coloring,1,640,0.0015625,1.0,49280,0.036893667002004804,45,490,10,0.031188624998321757,5.6000000768108293e-05,0.0013533749988710042,0.007622165998327546,,3.6683509563317784e-09,6.057948651544676e-05,,0.11971012337426766,1e-12,pauli_string,fermionic_induced_greedy_coloring,jordan_wigner,77,analytic_pauli,4.458172094906219e-16,fermionic_term,2,,0.517630140987362,1.0,1.0
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,jw_raw,1,1000,0.001,1.0,77000,0.0,,,,,,0.0013533749988710042,0.008132416998705594,,1.255227122243241e-08,0.00011205793582097162,1.0,1.0,1e-12,pauli_string,raw,jordan_wigner,77,analytic_pauli,0.0,,2,,,,
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,jw_coloring,1,1000,0.001,1.0,77000,0.002529750003304798,77,1272,9,0.0019555409999156836,0.00015987499864422716,0.0013533749988710042,0.008349250001629116,,2.902555973349763e-09,5.3879469202096796e-05,,0.23123751247204954,1e-12,pauli_string,greedy_coloring,jordan_wigner,77,analytic_pauli,1.3322676295501878e-15,pauli_string,2,1.0,1.0,,
success,,NH3_s-1.50_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/NH3/s-1.50/sto-6g/NH3_s-1.50_sto-6g_as-002-004.tensors.npz,NH3,s-1.50,sto-6g,2,4,6,-54.82955649118512,0.0,45,77,fermionic_coloring,1,1000,0.001,1.0,77000,0.036893667002004804,45,490,10,0.031188624998321757,5.6000000768108293e-05,0.0013533749988710042,0.007958624999446329,,1.5019763210943893e-09,3.87709548621912e-05,,0.11965773320848724,1e-12,pauli_string,fermionic_induced_greedy_coloring,jordan_wigner,77,analytic_pauli,4.458172094906219e-16,fermionic_term,2,,0.5174667895761536,1.0,1.0
