case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,occupied_fraction,active_space_imbalance,n_qubits,trotter_steps,evolution_time,coefficient_tolerance,numerical_error_floor,jw_signed_one_minus_overlap,jw_magnitude_one_minus_overlap,fermionic_aware_one_minus_overlap,fermionic_to_jw_signed_ratio,fermionic_to_jw_magnitude_ratio,fermionic_advantage_factor,log10_fermionic_advantage,fermionic_available,valid_comparison,outcome,exclusion_reason,jw_signed_source_csv,jw_magnitude_source_csv,fermionic_aware_source_csv,global_advantage_rank
B-B_1.70_sto-6g_as-002-004,hamiltonian_generator/b2_controlled_active_space_libraries/occ-002/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-002-004.tensors.npz,B-B,1.70,sto-6g,2,4,0.3333333333333333,0.3333333333333333,6,100,1.0,1e-12,1e-12,1.8303913940087568e-11,5.721312312800819e-12,,,,,,False,False,fermionic_not_available,fermionic_not_available,analysis/b2_occ002_20orders_baseline_results.csv,analysis/b2_controlled_jw_magnitude_descending.csv,,
B-B_1.70_sto-6g_as-004-002,hamiltonian_generator/b2_controlled_active_space_libraries/occ-004/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-002.tensors.npz,B-B,1.70,sto-6g,4,2,0.6666666666666666,0.3333333333333333,6,100,1.0,1e-12,1e-12,1.6701462213219997e-08,1.7978850297417637e-08,,,,,,False,False,fermionic_not_available,fermionic_not_available,analysis/b2_occ004_20orders_baseline_results.csv,analysis/b2_controlled_jw_magnitude_descending.csv,,
B-B_1.70_sto-6g_as-002-006,hamiltonian_generator/b2_controlled_active_space_libraries/occ-002/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-002-006.tensors.npz,B-B,1.70,sto-6g,2,6,0.25,0.5,8,100,1.0,1e-12,1e-12,6.379892558694422e-08,5.135048941617981e-08,,,,,,False,False,fermionic_not_available,fermionic_not_available,analysis/b2_occ002_20orders_baseline_results.csv,analysis/b2_controlled_jw_magnitude_descending.csv,,
B-B_1.70_sto-6g_as-004-004,hamiltonian_generator/b2_controlled_active_space_libraries/occ-004/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-004.tensors.npz,B-B,1.70,sto-6g,4,4,0.5,0.0,8,100,1.0,1e-12,1e-12,1.067956933997749e-08,6.756629145066029e-09,,,,,,False,False,fermionic_not_available,fermionic_not_available,analysis/b2_occ004_20orders_baseline_results.csv,analysis/b2_controlled_jw_magnitude_descending.csv,,
B-B_1.70_sto-6g_as-006-002,hamiltonian_generator/b2_controlled_active_space_libraries/occ-006/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-006-002.tensors.npz,B-B,1.70,sto-6g,6,2,0.75,0.5,8,100,1.0,1e-12,1e-12,6.689067288956353e-08,9.401872447245553e-08,,,,,,False,False,fermionic_not_available,fermionic_not_available,analysis/b2_occ006_20orders_baseline_results.csv,analysis/b2_controlled_jw_magnitude_descending.csv,,
B-B_1.70_sto-6g_as-002-008,hamiltonian_generator/b2_controlled_active_space_libraries/occ-002/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-002-008.tensors.npz,B-B,1.70,sto-6g,2,8,0.2,0.6,10,100,1.0,1e-12,1e-12,7.210920471845128e-08,5.2098197200756147e-08,,,,,,False,False,fermionic_not_available,fermionic_not_available,analysis/b2_occ002_20orders_baseline_results.csv,analysis/b2_controlled_jw_magnitude_descending.csv,,
B-B_1.70_sto-6g_as-004-006,hamiltonian_generator/b2_controlled_active_space_libraries/occ-004/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-006.tensors.npz,B-B,1.70,sto-6g,4,6,0.4,0.2,10,100,1.0,1e-12,1e-12,2.136109881201165e-07,1.2412249017490498e-07,,,,,,False,False,fermionic_not_available,fermionic_not_available,analysis/b2_occ004_20orders_baseline_results.csv,analysis/b2_controlled_jw_magnitude_descending.csv,,
B-B_1.70_sto-6g_as-006-004,hamiltonian_generator/b2_controlled_active_space_libraries/occ-006/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-006-004.tensors.npz,B-B,1.70,sto-6g,6,4,0.6,0.2,10,100,1.0,1e-12,1e-12,1.0635197100761219e-07,1.27663654092558e-07,,,,,,False,False,fermionic_not_available,fermionic_not_available,analysis/b2_occ006_20orders_baseline_results.csv,analysis/b2_controlled_jw_magnitude_descending.csv,,
B-B_1.70_sto-6g_as-002-010,hamiltonian_generator/b2_controlled_active_space_libraries/occ-002/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-002-010.tensors.npz,B-B,1.70,sto-6g,2,10,0.16666666666666666,0.6666666666666666,12,100,1.0,1e-12,1e-12,9.634328279606309e-08,6.080757308790652e-08,,,,,,False,False,fermionic_not_available,fermionic_not_available,analysis/b2_occ002_20orders_baseline_results.csv,analysis/b2_controlled_jw_magnitude_descending.csv,,
B-B_1.70_sto-6g_as-004-008,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-008.tensors.npz,B-B,1.70,sto-6g,4,8,0.3333333333333333,0.3333333333333333,12,100,1.0,1e-12,1e-12,3.07441509583839e-07,1.504888212933153e-07,1.5044613610459836e-07,0.489348807544714,0.9997163564153795,1.0002837240611302,0.00012320231722749158,True,True,fermionic_win,,analysis/b2_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_sto6g.csv,analysis/deterministic_ordering_additions_sto6g.csv,86
B-B_1.70_sto-6g_as-004-008,hamiltonian_generator/b2_controlled_active_space_libraries/occ-004/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-008.tensors.npz,B-B,1.70,sto-6g,4,8,0.3333333333333333,0.3333333333333333,12,100,1.0,1e-12,1e-12,3.074458824192661e-07,1.5047906354315188e-07,,,,,,False,False,fermionic_not_available,fermionic_not_available,analysis/b2_occ004_20orders_baseline_results.csv,analysis/b2_controlled_jw_magnitude_descending.csv,,
B-B_1.70_sto-6g_as-006-006,hamiltonian_generator/b2_controlled_active_space_libraries/occ-006/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-006-006.tensors.npz,B-B,1.70,sto-6g,6,6,0.5,0.0,12,100,1.0,1e-12,1e-12,1.5793216567860926e-07,2.252709306871381e-07,,,,,,False,False,fermionic_not_available,fermionic_not_available,analysis/b2_occ006_20orders_baseline_results.csv,analysis/b2_controlled_jw_magnitude_descending.csv,,
B-B_1.70_sto-6g_as-004-010,hamiltonian_generator/b2_controlled_active_space_libraries/occ-004/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-004-010.tensors.npz,B-B,1.70,sto-6g,4,10,0.2857142857142857,0.42857142857142855,14,100,1.0,1e-12,1e-12,4.967306111991476e-07,3.0418759933148465e-07,,,,,,False,False,fermionic_not_available,fermionic_not_available,analysis/b2_occ004_20orders_baseline_results.csv,analysis/b2_controlled_jw_magnitude_descending.csv,,
B-B_1.70_sto-6g_as-006-008,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-006-008.tensors.npz,B-B,1.70,sto-6g,6,8,0.42857142857142855,0.14285714285714285,14,100,1.0,1e-12,1e-12,4.46741929782668e-07,3.366144203376109e-07,3.335712239760369e-07,0.7466754332603464,0.9909593999017576,1.0091230781999128,0.003944138410618226,True,True,fermionic_win,,analysis/b2_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_sto6g.csv,analysis/deterministic_ordering_additions_sto6g.csv,71
B-B_1.70_sto-6g_as-006-008,hamiltonian_generator/b2_controlled_active_space_libraries/occ-006/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-006-008.tensors.npz,B-B,1.70,sto-6g,6,8,0.42857142857142855,0.14285714285714285,14,100,1.0,1e-12,1e-12,4.4674636767716436e-07,3.366920057201739e-07,,,,,,False,False,fermionic_not_available,fermionic_not_available,analysis/b2_occ006_20orders_baseline_results.csv,analysis/b2_controlled_jw_magnitude_descending.csv,,
B-B_1.70_sto-6g_as-006-010,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-006-010.tensors.npz,B-B,1.70,sto-6g,6,10,0.375,0.25,16,100,1.0,1e-12,1e-12,1.029460337975685e-06,8.84488932095806e-07,9.021506610640272e-07,0.8763335776859577,1.0199682871399776,0.9804226392214906,-0.008586668885229676,True,True,jw_magnitude_win,,analysis/b2_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_sto6g.csv,analysis/deterministic_ordering_additions_sto6g.csv,134
B-B_1.70_sto-6g_as-006-010,hamiltonian_generator/b2_controlled_active_space_libraries/occ-006/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-006-010.tensors.npz,B-B,1.70,sto-6g,6,10,0.375,0.25,16,100,1.0,1e-12,1e-12,1.0294769117180635e-06,8.844368080129783e-07,,,,,,False,False,fermionic_not_available,fermionic_not_available,analysis/b2_occ006_20orders_baseline_results.csv,analysis/b2_controlled_jw_magnitude_descending.csv,,
B-B_1.70_sto-6g_as-008-010,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-008-010.tensors.npz,B-B,1.70,sto-6g,8,10,0.4444444444444444,0.1111111111111111,18,100,1.0,1e-12,1e-12,8.748003591518838e-07,8.627130027027974e-07,1.0184671613844287e-06,1.164228101565744,1.1805399457220054,0.847070023868113,-0.07208068680918475,True,True,jw_magnitude_win,,analysis/b2_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_sto6g.csv,analysis/deterministic_ordering_additions_sto6g.csv,171
B-B_1.70_sto-6g_as-010-010,hamiltonian_generator/b2_active_space_library/B-B/1.70/sto-6g/B-B_1.70_sto-6g_as-010-010.tensors.npz,B-B,1.70,sto-6g,10,10,0.5,0.0,20,100,1.0,1e-12,1e-12,9.994529724943746e-07,1.1031564149943662e-06,1.0289036773691862e-06,1.0294668240380638,0.9326906532782486,1.0721668502682755,0.030262375386839898,True,True,fermionic_win,,analysis/b2_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_sto6g.csv,analysis/deterministic_ordering_additions_sto6g.csv,56
B-H_1.29_hgbs-5_as-002-002,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-002-002.tensors.npz,B-H,1.29,hgbs-5,2,2,0.5,0.0,4,100,1.0,1e-12,1e-12,3.0533120476405884e-10,3.053328700985958e-10,3.053328700985958e-10,1.0000054541904364,1.0,1.0,0.0,True,True,tie,,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,96
B-H_1.29_hgbs-5_as-002-004,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-002-004.tensors.npz,B-H,1.29,hgbs-5,2,4,0.3333333333333333,0.3333333333333333,6,100,1.0,1e-12,1e-12,4.865865488312693e-10,6.015008491289109e-10,6.01500405039701e-10,1.2361632406083625,0.9999992616981165,1.0000007383024285,3.206405523201218e-07,True,True,tie,,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,91
B-H_1.29_hgbs-5_as-004-004,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-004-004.tensors.npz,B-H,1.29,hgbs-5,4,4,0.5,0.0,8,100,1.0,1e-12,1e-12,3.980173746143123e-09,4.354561156105774e-09,4.782336304742785e-09,1.201539583385518,1.0982361099779718,0.9105510107658523,-0.04069571920067007,True,True,jw_magnitude_win,,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,156
B-H_1.29_hgbs-5_as-004-006,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-004-006.tensors.npz,B-H,1.29,hgbs-5,4,6,0.4,0.2,10,100,1.0,1e-12,1e-12,4.003703590882424e-09,4.395084518549197e-09,4.7989086038313644e-09,1.198617353882003,1.0918808463359126,0.9158508488868153,-0.0381752477073187,True,True,jw_magnitude_win,,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,152
B-H_1.29_hgbs-5_as-004-008,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-004-008.tensors.npz,B-H,1.29,hgbs-5,4,8,0.3333333333333333,0.3333333333333333,12,100,1.0,1e-12,1e-12,3.192987074740472e-08,1.953607342564112e-08,2.5068024989138852e-08,0.7850963502937574,1.2831659895502356,0.7793224011107958,-0.1082828400716302,True,True,jw_magnitude_win,,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,177
B-H_1.29_hgbs-5_as-006-008,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-006-008.tensors.npz,B-H,1.29,hgbs-5,6,8,0.42857142857142855,0.14285714285714285,14,100,1.0,1e-12,1e-12,4.5038332396885046e-08,2.2486482120775978e-08,2.5603570708021554e-08,0.5684839856502404,1.138620553028417,0.8782557080497762,-0.056379018915425134,True,True,jw_magnitude_win,,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,164
B-H_1.29_hgbs-5_as-006-010,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-006-010.tensors.npz,B-H,1.29,hgbs-5,6,10,0.375,0.25,16,100,1.0,1e-12,1e-12,8.588762479000422e-08,3.788002111981825e-08,4.8246144745967e-08,0.5617356966609465,1.2736567541332586,0.7851408919670151,-0.1050524029828949,True,True,jw_magnitude_win,,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,176
B-H_1.29_hgbs-5_as-006-012,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-006-012.tensors.npz,B-H,1.29,hgbs-5,6,12,0.3333333333333333,0.3333333333333333,18,100,1.0,1e-12,1e-12,1.1559578005915229e-07,9.342596829498009e-08,4.47135389824993e-08,0.3868094402721158,0.47859861448074303,2.089433545654855,0.32002856298175164,True,True,fermionic_win,,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,20
B-H_1.29_hgbs-5_as-006-014,hamiltonian_generator/library/B-H/1.29/hgbs-5/B-H_1.29_hgbs-5_as-006-014.tensors.npz,B-H,1.29,hgbs-5,6,14,0.3,0.4,20,100,1.0,1e-12,1e-12,7.152039249724852e-08,1.7912628091920626e-07,4.839851612814527e-07,6.76709319373593,2.7019215650424355,0.37010696866187315,-0.4316727375936064,True,True,jw_magnitude_win,,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,193
B-H_1.29_sto-6g_as-002-002,hamiltonian_generator/library/B-H/1.29/sto-6g/B-H_1.29_sto-6g_as-002-002.tensors.npz,B-H,1.29,sto-6g,2,2,0.5,0.0,4,100,1.0,1e-12,1e-12,2.0418744473005288e-10,3.961948547015481e-09,3.961946104524827e-09,19.40347561409929,0.9999993835127778,1.0000006164876023,2.6773708131267685e-07,True,True,tie,,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,92
B-H_1.29_sto-6g_as-002-004,hamiltonian_generator/library/B-H/1.29/sto-6g/B-H_1.29_sto-6g_as-002-004.tensors.npz,B-H,1.29,sto-6g,2,4,0.3333333333333333,0.3333333333333333,6,100,1.0,1e-12,1e-12,1.814479899664434e-08,6.250235662363934e-09,6.250575501631772e-09,0.34448303906743416,1.0000543722326958,0.9999456307234831,-2.3612918690839667e-05,True,True,jw_magnitude_win,,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,113
B-H_1.29_sto-6g_as-004-004,hamiltonian_generator/library/B-H/1.29/sto-6g/B-H_1.29_sto-6g_as-004-004.tensors.npz,B-H,1.29,sto-6g,4,4,0.5,0.0,8,100,1.0,1e-12,1e-12,2.4796250164271786e-08,1.0075251555274889e-07,1.3239798635211741e-07,5.339435820940616,1.3140911234399957,0.7609822349170311,-0.1186254816887696,True,True,jw_magnitude_win,,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,180
B-H_1.29_sto-6g_as-004-006,hamiltonian_generator/library/B-H/1.29/sto-6g/B-H_1.29_sto-6g_as-004-006.tensors.npz,B-H,1.29,sto-6g,4,6,0.4,0.2,10,100,1.0,1e-12,1e-12,6.58232653827362e-07,6.752603599613494e-07,7.605560186085825e-07,1.1554516692331362,1.1263152166256514,0.88785091885371,-0.05165995151265835,True,True,jw_magnitude_win,,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,161
B-H_1.29_sto-6g_as-006-006,hamiltonian_generator/library/B-H/1.29/sto-6g/B-H_1.29_sto-6g_as-006-006.tensors.npz,B-H,1.29,sto-6g,6,6,0.5,0.0,12,100,1.0,1e-12,1e-12,2.788220992977486e-07,7.948787615896791e-07,1.0973195325725271e-06,3.935554374406748,1.3804866673981782,0.7243822223105664,-0.14003221662297377,True,True,jw_magnitude_win,,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,181
Be-Be_2.04_hgbs-5_as-008-002,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-002.tensors.npz,Be-Be,2.04,hgbs-5,8,2,0.8,0.6,10,100,1.0,1e-12,1e-12,3.5859528457748986e-08,4.698764710653336e-09,4.415439236460372e-09,0.12313154763490003,0.9397021362762451,1.064166996536474,0.027009785838138005,True,True,fermionic_win,,analysis/hgbs5_be2_lower_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv,58
Be-Be_2.04_hgbs-5_as-008-004,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-004.tensors.npz,Be-Be,2.04,hgbs-5,8,4,0.6666666666666666,0.3333333333333333,12,100,1.0,1e-12,1e-12,1.8569844884019915e-08,9.107919751727422e-09,8.625814396090448e-09,0.4645065400364923,0.9470674568091646,1.055890995736644,0.02361908638571884,True,True,fermionic_win,,analysis/hgbs5_be2_lower_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv,60
Be-Be_2.04_hgbs-5_as-008-006,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-006.tensors.npz,Be-Be,2.04,hgbs-5,8,6,0.5714285714285714,0.14285714285714285,14,100,1.0,1e-12,1e-12,1.609759671117317e-07,1.4689333782680336e-07,2.6708023459498523e-08,0.16591311075000884,0.18181916113165725,5.49997037592693,0.7403603502931322,True,True,fermionic_win,,analysis/hgbs5_be2_screen_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv,12
Be-Be_2.04_hgbs-5_as-008-008,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-008.tensors.npz,Be-Be,2.04,hgbs-5,8,8,0.5,0.0,16,100,1.0,1e-12,1e-12,1.6342279618442038e-07,1.476953450652019e-07,1.357650755151596e-07,0.830759714586884,0.9192237944616634,1.0878743631583674,0.03657874229447549,True,True,fermionic_win,,analysis/hgbs5_be2_night_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv,54
